x,y,z,cluster
0.51,0.009,0.267,0
0.914,0,0.642,4
0.515,0.051,0.187,0
0.943,0.224,0.571,3
0.955,0.223,0.413,1
0.403,0.026,0.244,0
0.995,0.275,0.506,3
0.345,0.115,0.335,0
0.772,1.049,0.565,2
0.385,0.01,0.272,0
0.219,0.004,0.288,0
0.069,0.84,0.434,2
0.073,0.718,0.436,2
0.081,0.802,0.526,2
0.552,0.015,0.325,0
0.185,0.786,0.485,2
0.957,0.034,0.615,4
0.877,0.198,0.351,1
0.34,0.015,0.313,0
0.11,0.777,0.433,2
0.114,0.809,0.434,2
0.44,0.117,0.294,0
0.475,0.042,0.274,0
0.088,0.887,0.423,2
0.908,0.206,0.523,3
0.89,0.043,0.681,4
0.561,0.643,0.764,2
0.448,0.057,0.275,0
0.502,0.083,0.226,0
0.551,0.117,0.233,0
0.093,0.763,0.429,2
0.911,0.255,0.481,1
0.74,0.869,0.584,2
0.92,0.229,0.591,3
0.508,0.162,0.241,0
0.886,0.324,0.535,3
0.449,0.137,0.308,0
0.897,0.267,0.444,1
0.514,0.082,0.269,0
0.526,0.08,0.255,0
0.781,0.951,0.527,2
0.943,0.204,0.447,1
0.874,0.081,0.472,1
0.402,0.081,0.266,0
0.493,0.74,0.825,2
0.043,0.745,0.494,2
0.893,0.213,0.522,3
0.919,0.074,0.624,4
0.488,0.684,0.883,2
0.895,0.23,0.569,3
0.93,0.059,0.67,4
0.912,0.03,0.544,4
0.548,0.07,0.273,0
0.457,0.104,0.255,0
0.943,0.028,0.563,4
0.023,0.819,0.388,2
0.947,0.038,0.549,4
0.124,0.777,0.428,2
0.961,0.069,0.654,4
0.91,0.289,0.582,3
0.678,0.987,0.49,2
0.88,0.048,0.639,4
0.482,0.688,0.811,2
0.88,0.179,0.446,1
0.947,0.03,0.55,4
0.413,0.076,0.329,0
0.673,0.897,0.568,2
0.428,0.051,0.273,0
0.059,0.729,0.447,2
0.958,0.221,0.429,1
0.48,0.704,0.761,2
0.536,0.677,0.773,2
0.896,0.188,0.515,1
0.422,0.101,0.391,0
0.951,0.012,0.646,4
0.117,0.792,0.422,2
0.358,0.056,0.319,0
0.077,0.768,0.441,2
0.509,0.001,0.234,0
0.936,0.2,0.533,3
0.916,0.194,0.443,1
0.116,0.775,0.49,2
0.762,0.972,0.53,2
0.404,0.046,0.303,0
0.926,0.181,0.566,3
1.004,0.238,0.47,3
0.93,0.012,0.622,4
0.983,0.239,0.55,3
0.563,0.686,0.839,2
0.682,0.947,0.477,2
0.897,0.049,0.63,4
0.385,0.133,0.349,0
0.494,0.627,0.791,2
0.516,0.037,0.239,0
0.038,0.8,0.501,2
0.994,0.204,0.561,3
0.415,0.087,0.351,0
0.07,0.763,0.504,2
0.651,0.945,0.563,2
0.735,0.95,0.528,2
0.981,0.031,0.583,4
0.487,0.054,0.235,0
0.989,0.048,0.547,4
0.928,0.293,0.577,3
0.478,0.104,0.305,0
0.586,0.045,0.238,0
0.46,0.725,0.785,2
0.973,0.273,0.54,3
0.491,0.757,0.765,2
0.925,0.256,0.477,1
0.717,0.937,0.54,2
0.508,0.036,0.251,0
0.44,0.077,0.25,0
0.536,0.096,0.267,0
0.523,0.072,0.234,0
0.916,0.169,0.362,1
0.56,0.649,0.861,2
0.405,0.702,0.778,2
0.747,0.977,0.557,2
0.36,0.157,0.274,0
0.955,0.198,0.565,3
0.493,0.643,0.777,2
0.977,0.002,0.616,4
0.562,0.689,0.83,2
1.043,0.206,0.619,3
0.471,0.001,0.28,0
0.956,0,0.562,4
0.693,1.096,0.554,2
0.923,0.235,0.447,1
0.529,0.669,0.789,2
0.065,0.77,0.413,2
0.349,0.006,0.308,0
0.049,0.764,0.475,2
0.892,0.233,0.456,1
0.064,0.818,0.369,2
0.429,0.048,0.309,0
0.502,0.115,0.232,0
0.886,0.243,0.473,1
0.386,0.137,0.335,0
0.468,0.114,0.297,0
0.606,0.683,0.839,2
0.464,0.647,0.791,2
0.705,0.977,0.478,2
0.881,0.054,0.613,4
0.076,0.789,0.438,2
0.495,0.662,0.722,2
1.005,0.296,0.512,3
0.983,0.007,0.606,4
0.894,0.205,0.431,1
0.91,0.206,0.437,1
0.014,0.786,0.496,2
0.422,0.026,0.352,0
0.844,0.042,0.637,4
0.68,0.971,0.456,2
0.503,0.686,0.85,2
0.898,0.218,0.426,1
0.927,0.256,0.424,1
0.161,0.819,0.438,2
0.502,0.158,0.203,0
0.583,0.072,0.341,0
0.541,0.733,0.862,2
0.926,0.195,0.509,3
0.525,0.092,0.25,0
0.918,0.023,0.573,4
0.074,0.784,0.462,2
0.998,0.268,0.449,1
0.947,0.234,0.458,1
0.459,0.043,0.295,0
0.706,0.988,0.515,2
0.388,0.009,0.279,0
0.394,0.15,0.245,0
0.966,0.027,0.592,4
0.438,0.022,0.322,0
0.395,0.084,0.238,0
0.502,0.726,0.794,2
0.893,0.071,0.598,4
0.045,0.792,0.459,2
0.392,0.052,0.283,0
0.672,0.872,0.567,2
0.721,0.892,0.529,2
0.429,0.063,0.348,0
0.252,0.081,0.291,0
0.931,0.196,0.475,1
0.924,0.22,0.494,1
0.537,0.68,0.78,2
0.353,0.063,0.26,0
0.998,0.243,0.554,3
0.531,0.073,0.374,0
0.913,0.221,0.539,3
0.696,0.919,0.504,2
0.342,0.111,0.274,0
0.535,0.071,0.301,0
0.531,0.059,0.282,0
0.486,0.064,0.306,0
1.001,0.03,0.635,4
0.53,0.644,0.84,2
0.41,0.063,0.279,0
0.129,0.77,0.429,2
0.348,0.069,0.367,0
0.956,0.222,0.527,3
0.38,0.107,0.227,0
0.867,0.26,0.478,1
0.059,0.751,0.424,2
0.99,0.214,0.509,3
0.013,0.774,0.442,2
0.046,0.806,0.438,2
0.496,0.685,0.816,2
0.49,0.11,0.254,0
0.089,0.77,0.452,2
0.33,0.058,0.233,0
0.962,0.011,0.66,4
0.545,0.675,0.833,2
0.585,0.666,0.791,2
0.891,0.15,0.503,1
0.712,1.039,0.547,2
0.462,0.007,0.191,0
0.469,0.044,0.248,0
0.955,0.02,0.61,4
0.322,0.145,0.302,0
0.692,0.979,0.566,2
0.979,0.032,0.593,4
0.491,0.678,0.792,2
0.531,0.116,0.294,0
0.886,0.162,0.561,3
0.477,0.659,0.776,2
0.562,0.688,0.823,2
0.098,0.822,0.421,2
0.879,0.008,0.575,4
0.658,0.95,0.588,2
0.956,0.202,0.527,3
1.002,0.17,0.474,1
0.722,0.997,0.528,2
0.32,0.065,0.318,0
0.527,0.037,0.315,0
0.875,0.199,0.502,1
0.378,0.099,0.309,0
0.95,0.187,0.418,1
0.987,0.254,0.579,3
0.937,0.01,0.628,4
0.115,0.747,0.42,2
0.468,0.086,0.345,0
0.985,0.129,0.509,3
0.111,0.822,0.441,2
0.938,0.07,0.604,4
0.105,0.8,0.441,2
0.745,1.035,0.545,2
0.513,0.076,0.278,0
0.517,0.624,0.838,2
0.478,0.095,0.283,0
0.878,0.028,0.591,4
0.537,0.049,0.291,0
0.458,0.775,0.861,2
0.932,0.025,0.551,4
0.018,0.768,0.331,2
0.092,0.726,0.41,2
1.022,0.174,0.519,3
0.94,0.016,0.654,4
0.933,0.299,0.47,1
0.717,0.947,0.613,2
0.852,0.206,0.442,1
0.498,0.704,0.826,2
0.868,0.14,0.409,1
0.384,0.021,0.273,0
0.009,0.782,0.468,2
0.537,0.729,0.865,2
0.412,0.161,0.245,0
0.376,0.131,0.234,0
0.933,0.251,0.542,3
1.019,0.096,0.611,4
0.708,0.959,0.573,2
0.952,0.098,0.656,4
0.953,0.249,0.542,3
0.728,0.999,0.557,2
0.389,0.031,0.285,0
0.981,0.029,0.658,4
0.922,0.2,0.469,1
0.487,0.644,0.766,2
0.487,0.103,0.246,0
0.965,0.029,0.55,4
0.972,0.029,0.526,4
0.946,0.235,0.407,1
0.491,0.161,0.228,0
0.778,1.004,0.507,2
0.33,0.078,0.305,0
0.464,0.123,0.199,0
0.962,0.009,0.599,4
0.959,0.005,0.576,4
0.981,0.213,0.514,3
0.882,0.249,0.499,1
0.652,1.033,0.547,2
0.094,0.783,0.446,2
0.831,0.23,0.438,1
0.514,0.69,0.722,2
0.978,0.245,0.466,1
0.937,0.081,0.532,4
0.671,0.948,0.589,2
0.351,0.076,0.294,0
0.967,0.231,0.54,3
0.117,0.758,0.492,2
0.521,0.059,0.262,0
0.352,0.055,0.309,0
0.998,0.086,0.576,4
0.455,0.09,0.258,0
0.958,0.248,0.51,3
0.49,0.061,0.23,0
0.469,0.012,0.225,0
0.048,0.82,0.413,2
0.933,0.031,0.585,4
0.896,0.21,0.614,3
0.498,0.652,0.777,2
0.948,0.012,0.515,4
0.389,0.108,0.324,0
0.467,0.687,0.827,2
0.96,0.016,0.611,4
0.563,0.683,0.83,2
0.884,0.039,0.604,4
0.55,0.644,0.868,2
0.939,0.221,0.399,1
0.928,0.279,0.461,1
0.505,0.103,0.227,0
0.143,0.802,0.433,2
0.756,0.976,0.456,2
0.331,0.065,0.285,0
0.45,0.723,0.759,2
0.808,0.026,0.588,4
0.518,0.08,0.221,0
0.916,0.289,0.527,3
0.95,0.018,0.672,4
0.976,0.012,0.623,4
1.007,0.201,0.572,3
0.958,0.158,0.617,3
0.955,0.026,0.552,4
0.911,0.168,0.492,1
0.523,0.723,0.695,2
0.525,0.105,0.307,0
0.37,0.022,0.398,0
0.521,0.7,0.78,2
0.506,0.6,0.778,2
0.509,0.711,0.811,2
0.861,0.238,0.458,1
0.93,0.019,0.584,4
0.372,0.056,0.274,0
0.369,0.069,0.318,0
0.958,0.135,0.448,1
0.372,0.093,0.327,0
0.488,0.113,0.262,0
0.934,0.035,0.56,4
0.395,0.042,0.275,0
0.938,0.007,0.606,4
0.956,0.029,0.543,4
0.481,0.017,0.323,0
0.573,0.713,0.797,2
0.922,0.221,0.407,1
0.956,0.004,0.634,4
0.509,0.726,0.785,2
0.486,0.084,0.284,0
0.535,0.639,0.787,2
0.749,1.074,0.528,2
0.981,0.23,0.552,3
0.926,0.186,0.507,1
0.695,1.036,0.506,2
0.454,0.051,0.313,0
0.519,0.646,0.808,2
0.959,0.275,0.525,3
0.946,0.221,0.534,3
0.481,0.094,0.33,0
0.926,0.046,0.618,4
0.563,0.669,0.782,2
0.74,0.973,0.538,2
0.517,0.718,0.848,2
0.368,0.009,0.275,0
0.491,0.096,0.305,0
0.42,0.111,0.248,0
0.941,0.156,0.461,1
0.695,0.952,0.564,2
0.93,0.177,0.553,3
0.401,0.041,0.255,0
0.727,0.987,0.558,2
0.494,0.03,0.277,0
0.056,0.786,0.403,2
0.45,0.649,0.851,2
0.908,0.241,0.476,1
0.522,0.711,0.806,2
0.919,0.091,0.666,4
0.928,0.013,0.61,4
0.748,0.929,0.564,2
0.087,0.806,0.465,2
0.817,0.276,0.406,1
0.874,0.198,0.413,1
0.961,0.186,0.574,3
0.923,0.223,0.456,1
0.92,0.359,0.497,3
0.088,0.834,0.381,2
0.95,0.021,0.609,4
0.939,0.239,0.408,1
0.784,1.045,0.523,2
0.093,0.764,0.456,2
0.403,0.057,0.299,0
0.948,0.004,0.6,4
0.92,0.05,0.633,4
0.934,0.175,0.456,1
0.94,0.226,0.537,3
0.984,0.003,0.7,4
0.471,0.699,0.805,2
0.897,0.092,0.58,4
0.546,0.761,0.851,2
0.741,1.018,0.6,2
0.509,0.689,0.772,2
0.112,0.805,0.418,2
0.115,0.774,0.457,2
0.964,0.215,0.463,1
1.006,0.208,0.58,3
0.931,0.005,0.591,4
0.738,0.994,0.579,2
0.954,0.271,0.557,3
0.914,0.173,0.447,1
0.093,0.84,0.351,2
0.028,0.829,0.397,2
0.503,0.118,0.252,0
0.926,0.055,0.529,4
0.058,0.78,0.413,2
0.95,0.09,0.645,4
0.503,0.562,0.821,2
0.863,0.284,0.444,1
0.578,0.028,0.313,0
0.747,0.962,0.504,2
0.909,0.263,0.538,3
0.954,0.044,0.485,4
0.526,0.68,0.827,2
0.912,0.091,0.54,4
0.909,0.023,0.579,4
0.008,0.76,0.399,2
0.375,0.087,0.289,0
0.718,0.953,0.476,2
0.066,0.727,0.425,2
0.5,0.014,0.32,0
0.076,0.767,0.459,2
0.033,0.711,0.471,2
0.461,0.007,0.3,0
0.495,0.097,0.251,0
0.951,0.049,0.627,4
0.675,0.95,0.497,2
0.909,0.079,0.629,4
0.728,0.997,0.556,2
0.957,0.219,0.494,3
0.935,0.287,0.447,1
0.713,0.969,0.568,2
0.156,0.768,0.416,2
0.936,0.011,0.601,4
0.883,0.067,0.67,4
0.536,0.699,0.779,2
1.042,0.181,0.497,3
0.915,0.238,0.521,3
0.797,0.956,0.559,2
0.083,0.794,0.439,2
0.08,0.79,0.436,2
0.94,0.2,0.478,1
0.836,0.035,0.658,4
0.883,0.15,0.529,1
0.896,0.067,0.602,4
0.463,0.021,0.299,0
0.468,0.706,0.782,2
0.918,0.178,0.547,3
0.905,0.22,0.601,3
0.45,0.68,0.735,2
0.353,0.027,0.279,0
0.517,0.016,0.279,0
0.885,0.253,0.493,1
0.072,0.771,0.425,2
0.886,0.17,0.406,1
0.364,0.085,0.263,0
0.946,0.286,0.625,3
1.014,0.313,0.545,3
0.525,0.074,0.321,0
0.877,0.204,0.515,1
0.493,0.695,0.76,2
0.937,0.035,0.648,4
0.979,0.235,0.593,3
0.988,0.25,0.545,3
0.528,0.011,0.307,0
0.519,0.706,0.732,2
0.502,0.693,0.835,2
0.712,1.015,0.511,2
0.066,0.825,0.449,2
0.695,0.961,0.497,2
0.707,0.943,0.584,2
0.384,0.121,0.322,0
0.411,0.01,0.343,0
0.512,0.06,0.322,0
0.348,0.134,0.285,0
0.524,0.057,0.249,0
0.973,0.175,0.635,3
0.476,0.781,0.763,2
0.123,0.765,0.424,2
0.943,0.233,0.479,1
0.513,0.684,0.833,2
0.524,0.022,0.223,0
0.821,0.174,0.435,1
0.372,0.012,0.307,0
0.501,0.718,0.851,2
0.508,0.69,0.79,2
0.292,0.094,0.302,0
0.398,0.037,0.275,0
0.996,0.278,0.542,3
0.554,0.678,0.864,2
0.456,0.655,0.821,2
0.382,0.059,0.191,0
0.421,0.021,0.19,0
0.498,0.659,0.829,2
0.743,1.006,0.56,2
0.619,1.008,0.531,2
0.931,0.29,0.504,3
0.308,0.056,0.209,0
0.901,0.209,0.533,3
0.935,0.05,0.624,4
1.006,0.079,0.531,4
0.726,1.033,0.517,2
0.943,0.266,0.509,3
0.356,0.156,0.279,0
0.402,0.061,0.331,0
0.417,0.052,0.299,0
0.575,0.018,0.222,0
0.538,0.689,0.882,2
0.052,0.811,0.407,2
0.325,0.064,0.263,0
0.605,0.93,0.463,2
0.51,0.049,0.287,0
0.696,0.906,0.522,2
0.715,0.988,0.611,2
0.889,0.011,0.666,4
0.919,0.179,0.448,1
0.56,0.66,0.817,2
0.88,0.234,0.554,3
0.944,0.065,0.633,4
0.756,0.92,0.543,2
0.394,0.022,0.258,0
0.914,0.042,0.529,4
0.404,0.004,0.328,0
0.949,0.244,0.585,3
0.885,0.229,0.47,1
0.879,0.216,0.489,1
0.415,0.625,0.823,2
0.522,0.087,0.288,0
0.108,0.737,0.431,2
0.959,0.304,0.577,3
0.479,0.677,0.854,2
0.927,0.17,0.401,1
0.972,0.093,0.565,4
0.074,0.769,0.48,2
0.453,0.069,0.236,0
0.732,0.917,0.562,2
0.788,0.933,0.524,2
0.019,0.744,0.471,2
0.335,0.024,0.244,0
0.907,0.265,0.443,1
0.06,0.786,0.402,2
0.45,0.065,0.267,0
0.891,0.01,0.608,4
0.381,0.091,0.258,0
0.893,0.001,0.592,4
0.934,0.219,0.418,1
0.004,0.773,0.429,2
0.825,0.185,0.362,1
0.905,0.012,0.637,4
0.816,0.029,0.515,4
0.957,0.001,0.673,4
0.106,0.748,0.386,2
0.414,0.074,0.343,0
0.458,0.085,0.257,0
0.548,0.613,0.819,2
0.954,0.248,0.405,1
0.147,0.741,0.446,2
0.426,0.714,0.765,2
0.539,0.623,0.844,2
0.88,0.187,0.484,1
0.937,0.062,0.586,4
1.007,0.156,0.57,3
0.587,0.651,0.797,2
0.144,0.834,0.454,2
0.699,0.946,0.569,2
0.922,0.19,0.427,1
0.885,0.005,0.606,4
0.958,0.054,0.623,4
0.523,0.035,0.257,0
0.436,0.023,0.287,0
0.497,0.059,0.279,0
0.525,0.048,0.356,0
0.538,0.652,0.808,2
0.08,0.733,0.449,2
0.379,0.045,0.32,0
0.961,0.003,0.607,4
0.929,0.217,0.507,3
0.379,0.086,0.285,0
0.538,0.661,0.745,2
0.86,0.12,0.639,4
0.935,0.237,0.462,1
0.588,0.649,0.805,2
0.547,0.051,0.278,0
0.133,0.791,0.509,2
0.329,0.119,0.291,0
0.925,0.189,0.615,3
0.952,0.012,0.57,4
0.918,0.246,0.516,3
0.735,0.937,0.545,2
0.905,0.029,0.608,4
0.41,0.074,0.267,0
0.48,0.011,0.282,0
0.711,0.994,0.567,2
0.784,0.995,0.489,2
0.372,0.085,0.286,0
0.931,0.191,0.474,1
0.75,0.953,0.509,2
0.426,0.704,0.841,2
0.426,0.72,0.838,2
0.702,0.96,0.532,2
0.534,0.66,0.842,2
0.874,0.205,0.511,1
0.468,0.652,0.77,2
0.911,0.204,0.552,3
0.808,0.962,0.577,2
0.402,0.022,0.271,0
0.086,0.767,0.379,2
0.52,0.062,0.267,0
0.507,0.003,0.3,0
0.968,0.194,0.498,3
0.42,0.125,0.285,0
0.908,0.006,0.591,4
0.763,0.909,0.515,2
0.979,0.164,0.474,1
0.728,0.996,0.506,2
0.919,0.044,0.623,4
0.516,0.68,0.768,2
0.747,1.046,0.513,2
0.904,0.258,0.556,3
0.147,0.795,0.446,2
0.708,0.998,0.545,2
0.554,0.092,0.239,0
0.918,0.04,0.595,4
0.986,0.254,0.551,3
0.768,1.041,0.494,2
0.979,0.264,0.586,3
0.096,0.78,0.453,2
0.745,0.999,0.593,2
0.571,0.038,0.244,0
0.538,0.065,0.241,0
0.417,0.008,0.311,0
0.873,0.004,0.604,4
0.362,0.086,0.341,0
0.279,0.021,0.303,0
0.395,0.033,0.273,0
0.54,0.721,0.838,2
0.439,0.111,0.337,0
0.963,0.218,0.575,3
0.545,0.73,0.824,2
0.912,0.226,0.48,1
0.932,0.265,0.511,3
0.576,0.085,0.215,0
0.973,0.005,0.593,4
0.1,0.777,0.331,2
0.655,0.94,0.57,2
0.712,0.985,0.514,2
0.414,0.042,0.345,0
0.935,0.228,0.479,1
0.717,0.957,0.587,2
0.89,0.23,0.462,1
0.482,0.068,0.292,0
0.944,0.026,0.599,4
0.965,0.178,0.403,1
0.757,1.002,0.472,2
0.991,0.045,0.548,4
0.707,1.011,0.519,2
0.517,0.717,0.756,2
0.828,0.254,0.486,1
0.379,0.115,0.226,0
0.903,0.243,0.603,3
0.471,0.074,0.301,0
0.951,0.061,0.66,4
0.919,0.272,0.497,3
0.909,0.016,0.595,4
0.979,0.005,0.611,4
0.024,0.802,0.411,2
0.918,0.271,0.508,3
0.899,0.268,0.486,1
0.403,0.049,0.348,0
0.535,0.698,0.831,2
0.932,0.017,0.626,4
0.094,0.764,0.375,2
0.97,0.012,0.63,4
0.926,0.223,0.475,1
0.832,0.188,0.433,1
0.359,0.084,0.2,0
0.44,0.03,0.262,0
0.107,0.75,0.461,2
0.976,0.173,0.541,3
1.009,0.18,0.475,3
0.526,0.6,0.737,2
0.922,0.207,0.513,3
0.049,0.795,0.369,2
0.72,0.972,0.548,2
0.9,0.262,0.48,1
0.802,1.046,0.488,2
0.425,0.699,0.835,2
0.042,0.791,0.46,2
0.685,1.018,0.581,2
0.749,0.918,0.626,2
0.856,0.277,0.547,3
0.1,0.802,0.403,2
0.489,0.67,0.857,2
0.902,0.187,0.532,3
0.529,0.652,0.812,2
0.951,0.221,0.495,3
0.902,0.236,0.509,1
0.388,0.613,0.843,2
0.828,0.236,0.531,1
0.052,0.722,0.454,2
0.955,0.016,0.564,4
0.943,0.09,0.66,4
0.699,1.052,0.485,2
0.744,0.972,0.521,2
0.409,0.043,0.151,0
0.381,0.058,0.284,0
0.917,0.229,0.624,3
0.879,0.201,0.354,1
0.361,0.096,0.305,0
0.969,0.178,0.445,1
0.993,0.242,0.438,1
0.952,0.277,0.512,3
0.965,0.208,0.581,3
0.934,0.207,0.413,1
0.858,0.227,0.454,1
0.099,0.836,0.447,2
0.074,0.736,0.464,2
0.974,0.052,0.58,4
0.952,0.194,0.501,3
0.083,0.807,0.393,2
0.515,0.724,0.819,2
0.164,0.782,0.419,2
0.949,0.202,0.559,3
0.443,0.02,0.287,0
0.947,0.209,0.459,1
0.877,0.029,0.562,4
0.499,0.629,0.798,2
0.915,0.16,0.452,1
0.901,0.187,0.354,1
0.715,0.992,0.544,2
0.45,0.7,0.841,2
0.481,0.086,0.248,0
0.917,0.012,0.673,4
1.011,0.035,0.562,4
0.353,0.081,0.295,0
0.499,0.63,0.796,2
0.795,0.958,0.48,2
0.731,0.938,0.434,2
0.381,0.059,0.243,0
0.709,0.91,0.533,2
0.041,0.833,0.418,2
0.922,0.233,0.538,3
0.302,0.034,0.351,0
0.95,0.215,0.443,1
0.955,0.247,0.541,3
0.901,0.078,0.613,4
0.913,0.194,0.476,1
1.014,0.221,0.563,3
0.465,0.689,0.785,2
0.45,0.124,0.302,0
0.902,0.216,0.492,1
1.024,0.268,0.566,3
0.972,0.219,0.517,3
0.108,0.763,0.547,2
0.918,0.171,0.449,1
0.948,0.173,0.557,3
0.993,0.001,0.668,4
0.887,0.233,0.465,1
0.316,0.029,0.301,0
0.528,0.677,0.815,2
0.961,0.227,0.455,1
0.517,0.057,0.303,0
0.483,0.082,0.299,0
0.337,0.123,0.225,0
0.957,0.077,0.591,4
0.981,0.188,0.554,3
0.306,0.024,0.295,0
0.137,0.816,0.377,2
0.93,0.08,0.559,4
0.879,0.27,0.465,1
0.914,0.033,0.578,4
1.009,0.16,0.568,3
0.87,0.04,0.603,4
0.422,0.048,0.273,0
0.92,0.25,0.43,1
0.845,0.284,0.546,3
0.505,0.03,0.237,0
0.132,0.8,0.456,2
0.503,0.697,0.776,2
0.905,0.216,0.559,3
0.394,0.036,0.253,0
0.967,0.261,0.517,3
0.736,1.024,0.538,2
0.963,0.282,0.427,1
0.92,0.232,0.485,1
0.941,0.027,0.597,4
0.062,0.834,0.481,2
0.128,0.839,0.404,2
0.048,0.677,0.466,2
0.915,0.199,0.506,1
0.939,0.163,0.432,1
0.98,0.167,0.57,3
0.67,1.017,0.52,2
0.727,0.981,0.538,2
0.379,0.072,0.262,0
0.061,0.751,0.407,2
0.079,0.792,0.445,2
1.023,0.19,0.516,3
0.855,0.254,0.449,1
0.059,0.765,0.414,2
0.965,0.251,0.56,3
0.942,0.056,0.583,4
0.562,0.682,0.776,2
1.024,0.211,0.596,3
0.898,0.187,0.466,1
0.434,0.058,0.279,0
0.89,0.047,0.632,4
0.942,0.232,0.605,3
0.372,0.096,0.364,0
0.953,0.052,0.651,4
0.936,0.239,0.502,3
0.941,0.27,0.524,3
0.565,0.11,0.323,0
0.439,0.032,0.292,0
0.705,1.043,0.608,2
0.132,0.82,0.41,2
0.419,0.099,0.371,0
0.502,0.111,0.284,0
0.96,0.276,0.47,1
0.947,0.195,0.482,1
0.484,0.695,0.809,2
0.982,0.23,0.547,3
1.005,0.291,0.595,3
0.506,0.02,0.336,0
0.502,0.13,0.202,0
0.359,0.042,0.279,0
0.938,0.072,0.577,4
0.306,0.147,0.37,0
0.896,0.085,0.644,4
0.939,0.257,0.593,3
0.18,0.765,0.417,2
0.952,0.053,0.647,4
0.041,0.727,0.403,2
0.93,0.029,0.595,4
0.055,0.809,0.466,2
0.392,0.072,0.255,0
0.476,0.728,0.767,2
0.959,0.19,0.519,3
0.675,0.917,0.477,2
0.902,0.217,0.554,3
0.079,0.784,0.408,2
0.437,0.121,0.287,0
0.459,0.092,0.247,0
0.544,0.738,0.772,2
0.473,0.095,0.335,0
0.528,0.657,0.803,2
0.937,0.235,0.541,3
0.49,0.627,0.875,2
0.959,0.23,0.602,3
0.406,0.092,0.248,0
0.966,0.252,0.53,3
0.725,0.956,0.56,2
0.308,0.031,0.273,0
0.95,0.278,0.564,3
0.527,0.641,0.796,2
0.06,0.836,0.479,2
0.938,0.251,0.502,3
0.856,0.243,0.419,1
0.512,0.071,0.321,0
0.905,0.04,0.635,4
0.334,0.002,0.286,0
0.752,0.984,0.544,2
0.52,0.009,0.278,0
0.884,0.241,0.429,1
0.886,0.189,0.39,1
0.961,0.239,0.416,1
0.882,0.244,0.415,1
0.68,0.973,0.52,2
0.725,0.985,0.562,2
0.446,0.155,0.303,0
0.007,0.787,0.425,2
0.819,0.218,0.476,1
1.042,0.032,0.574,4
0.387,0.059,0.283,0
0.957,0.264,0.558,3
0.808,0.992,0.514,2
0.863,0.016,0.642,4
0.826,0.214,0.446,1
0.07,0.82,0.469,2
0.469,0.676,0.829,2
0.045,0.751,0.443,2
0.186,0.71,0.427,2
0.983,0.021,0.662,4
0.551,0.068,0.342,0
0.913,0.011,0.605,4
0.349,0.052,0.277,0
0.931,0.169,0.588,3
0.703,0.872,0.499,2
0.526,0.028,0.267,0
0.143,0.806,0.465,2
0.337,0.021,0.149,0
0.065,0.855,0.482,2
0.974,0.221,0.586,3
0.912,0.192,0.614,3
0.891,0.211,0.558,3
0.046,0.762,0.415,2
0.151,0.776,0.388,2
0.523,0.669,0.763,2
0.514,0.684,0.781,2
0.697,0.986,0.526,2
0.511,0.644,0.814,2
0.921,0.191,0.588,3
0.446,0.692,0.805,2
0.768,0.044,0.565,4
0.544,0.042,0.312,0
0.386,0.054,0.265,0
0.872,0.217,0.501,1
0.471,0.636,0.796,2
0.94,0.203,0.454,1
0.109,0.746,0.453,2
0.495,0.101,0.336,0
0.792,0.984,0.504,2
0.919,0.204,0.441,1
0.457,0.646,0.787,2
0.696,0.929,0.554,2
0.417,0.086,0.307,0
0.98,0.183,0.603,3
1.006,0.21,0.537,3
0.42,0.687,0.783,2
0.9,0.182,0.45,1
0.53,0.008,0.28,0
0.34,0.098,0.328,0
0.665,0.945,0.533,2
0.076,0.757,0.5,2
0.703,1.008,0.481,2
0.13,0.755,0.462,2
0.071,0.736,0.383,2
0.989,0.172,0.504,3
0.97,0.011,0.65,4
0.494,0.645,0.82,2
0.898,0.044,0.614,4
0.463,0.053,0.285,0
0.561,0.062,0.246,0
0.335,0.013,0.277,0
0.954,0.168,0.47,1
0.952,0.038,0.651,4
0.941,0.193,0.588,3
0.469,0.723,0.728,2
0.925,0.208,0.603,3
0.314,0.111,0.251,0
0.103,0.822,0.447,2
0.992,0.202,0.386,1
0.889,0.253,0.537,3
0.923,0.235,0.357,1
0.941,0.252,0.568,3
0.132,0.794,0.467,2
0.916,0.265,0.478,1
0.433,0.017,0.214,0
0.888,0.032,0.601,4
0.876,0.197,0.506,1
0.506,0.692,0.721,2
0.718,0.937,0.523,2
0.046,0.785,0.483,2
0.963,0.099,0.605,4
0.885,0.061,0.572,4
0.925,0.175,0.572,3
0.869,0.18,0.423,1
0.949,0.005,0.617,4
0.363,0.05,0.31,0
0.796,1.038,0.59,2
0.465,0.58,0.855,2
0.392,0.111,0.325,0
0.773,1.074,0.556,2
0.881,0.201,0.484,1
0.877,0.057,0.638,4
0.912,0.237,0.479,1
0.39,0.093,0.276,0
0.465,0.091,0.326,0
0.569,0.041,0.195,0
0.928,0.021,0.547,4
0.422,0.059,0.2,0
0.882,0.245,0.455,1
0.026,0.767,0.453,2
0.401,0.05,0.283,0
0.456,0.716,0.728,2
0.921,0.235,0.549,3
0.93,0.174,0.513,3
0.936,0.166,0.519,3
1.041,0.285,0.563,3
0.935,0.01,0.612,4
0.667,1.048,0.549,2
0.29,0.045,0.324,0
0.909,0.255,0.479,1
0.322,0.04,0.267,0
