x,y,cluster
0.991,0.553,1
0.265,0.467,2
0.568,0.128,0
0.484,0.116,0
0.216,0.483,2
0.064,0.766,3
0.335,0.52,2
0.051,0.777,3
0.024,0.742,3
0.922,0.513,1
0.06,0.879,3
1.019,0.522,1
0.38,0.705,4
0.461,0.757,4
0.107,0.711,3
0.009,0.722,3
0.302,0.495,2
0.448,0.751,4
0.299,0.53,2
1.033,0.551,1
0.119,0.794,3
0.082,0.745,3
0.419,0.769,4
0.064,0.777,3
0.501,0.092,0
0.279,0.497,2
0.466,0.013,0
0.54,0.077,0
0.414,0.727,4
0.451,0.705,4
0.278,0.519,2
0.414,0.744,4
0.414,0.119,0
1.001,0.586,1
0.289,0.516,2
0.279,0.561,2
1.053,0.49,1
0.283,0.482,2
0.506,0.742,4
0.919,0.554,1
0.446,0.095,0
0.545,0.119,0
0.046,0.73,3
0.065,0.727,3
0.245,0.483,2
0.972,0.567,1
0.235,0.461,2
0.471,0.065,0
0.925,0.531,1
0.084,0.698,3
0.422,0.684,4
0.126,0.756,3
0.465,0.691,4
0.318,0.515,2
0.506,0.78,4
0.454,0.087,0
0.207,0.5,2
0.447,0.767,4
0.494,0.782,4
1.073,0.583,1
0.954,0.528,1
0.201,0.55,2
0.449,0.758,4
0.064,0.791,3
0.22,0.537,2
0.269,0.509,2
0.128,0.707,3
0.079,0.82,3
0.904,0.482,1
0.315,0.444,2
0.985,0.582,1
0.506,0.049,0
0.529,0.1,0
0.533,0.094,0
0.368,0.699,4
0.282,0.497,2
1.02,0.559,1
0.255,0.486,2
0.563,0.031,0
0.581,0.179,0
0.448,0.793,4
0.067,0.803,3
0.068,0.744,3
0.928,0.486,1
0.287,0.497,2
0.228,0.577,2
0.978,0.56,1
0.262,0.515,2
1.012,0.521,1
0.96,0.499,1
0.11,0.732,3
0.516,0.753,4
0.247,0.482,2
0.998,0.576,1
0.473,0.082,0
1.066,0.517,1
0.119,0.827,3
0.391,0.695,4
0.96,0.488,1
0.477,0.033,0
0.418,0.794,4
0.984,0.587,1
0.312,0.469,2
0.289,0.484,2
0.554,0.011,0
0.55,0.059,0
0.99,0.487,1
0.094,0.763,3
0.514,0.053,0
0.189,0.817,3
0.068,0.819,3
0.399,0.704,4
0.143,0.802,3
0.517,0.099,0
0.52,0.073,0
0.994,0.53,1
0.555,0.078,0
0.232,0.52,2
0.261,0.501,2
0.192,0.488,2
0.098,0.745,3
0.482,0.064,0
0.283,0.531,2
0.293,0.53,2
0.981,0.505,1
0.287,0.59,2
0.998,0.575,1
0.929,0.564,1
0.943,0.51,1
0.44,0.737,4
0.263,0.452,2
1.005,0.559,1
0.466,0.055,0
0.362,0.722,4
0.482,0.726,4
0.439,0.134,0
0.397,0.736,4
0.009,0.809,3
0.413,0.702,4
0.502,0.009,0
0.044,0.752,3
1.061,0.535,1
1,0.52,1
0.972,0.576,1
0.052,0.885,3
1.027,0.61,1
0.424,0.734,4
0.984,0.523,1
0.533,0,0
0.446,0.746,4
0.469,0.707,4
0.11,0.775,3
0.569,0.116,0
0.506,0.039,0
0.975,0.617,1
0.3,0.495,2
0.978,0.626,1
0.456,0.035,0
0.431,0.737,4
0.519,0.746,4
0.068,0.821,3
0.556,0.024,0
0.489,0.186,0
1.017,0.599,1
0.056,0.731,3
0.955,0.581,1
0.95,0.512,1
0.405,0.689,4
0.511,0.72,4
0.474,0.703,4
0.488,0.721,4
0.517,0.089,0
0.278,0.564,2
0.442,0.706,4
0.247,0.532,2
0.283,0.487,2
0.257,0.514,2
0.453,0.7,4
0.977,0.582,1
1.039,0.494,1
0.108,0.823,3
0.53,0.093,0
0.107,0.702,3
0.345,0.521,2
0.473,0.035,0
0.089,0.866,3
0.94,0.576,1
0.217,0.405,2
0.493,0.026,0
0.362,0.563,2
0.414,0.769,4
0.512,0.06,0
0.045,0.813,3
0.53,0.036,0
0.445,0.665,4
0.059,0.751,3
0.478,0.095,0
0.169,0.742,3
0.988,0.516,1
0.958,0.55,1
0.954,0.465,1
0.526,0.042,0
0.297,0.518,2
0.461,0.078,0
0.514,0.718,4
0.987,0.572,1
0.051,0.804,3
1.017,0.536,1
0.058,0.737,3
0.514,0.13,0
0.026,0.838,3
0.452,0.725,4
0.992,0.526,1
0.516,0.093,0
1.017,0.455,1
0.503,0.073,0
0.542,0.104,0
0.329,0.554,2
0.422,0.027,0
0.479,0.09,0
0.03,0.814,3
0.469,0.679,4
0.48,0.062,0
0.552,0.098,0
0.499,0.135,0
0.902,0.538,1
0.423,0.729,4
0.459,0.032,0
0.302,0.478,2
0.409,0.711,4
0.289,0.513,2
0.053,0.853,3
0.953,0.569,1
0.369,0.721,4
0.309,0.486,2
0.468,0.688,4
0.51,0.034,0
1.005,0.569,1
0.263,0.488,2
0.45,0.788,4
0.44,0.709,4
0.084,0.828,3
0.48,0.092,0
1.009,0.451,1
0.96,0.614,1
0.241,0.555,2
0.448,0.055,0
0.05,0.788,3
0.434,0.731,4
0.945,0.562,1
0.498,0.723,4
0.951,0.534,1
0.849,0.549,1
0.464,0.782,4
0.549,0.093,0
0.985,0.566,1
0.308,0.49,2
0.489,0.722,4
0.358,0.442,2
0.388,0.742,4
0.955,0.537,1
0.454,0.709,4
0.5,0.054,0
0.271,0.553,2
0.489,0.013,0
0.955,0.537,1
0.455,0.742,4
0.409,0.689,4
0.47,0.058,0
0.934,0.578,1
0.312,0.477,2
0.421,0.688,4
0.462,0.724,4
0.483,0.776,4
0.106,0.823,3
0.368,0.536,2
0.136,0.784,3
0.283,0.521,2
0.955,0.624,1
0.984,0.576,1
0.986,0.55,1
0.436,0.676,4
0.553,0.141,0
0.511,0.063,0
0.226,0.482,2
0.547,0.138,0
0.26,0.488,2
0.537,0.134,0
0.457,0.689,4
0.388,0.756,4
0.921,0.569,1
0.387,0.661,4
0.158,0.754,3
0.272,0.53,2
0.54,0.048,0
0.279,0.505,2
0.098,0.783,3
0.477,0.773,4
0.519,0.001,0
0.5,0.101,0
0.57,0.71,4
0.057,0.804,3
0.137,0.72,3
0.075,0.762,3
0.458,0.785,4
0.29,0.618,2
0.009,0.8,3
0.217,0.513,2
0.124,0.697,3
0.285,0.477,2
0.978,0.575,1
0.434,0.789,4
0.056,0.738,3
0.98,0.554,1
0.373,0.775,4
0.225,0.544,2
0.441,0.701,4
0.103,0.724,3
0.391,0.741,4
0.501,0.087,0
0.181,0.554,2
0.921,0.543,1
0.98,0.581,1
0.256,0.486,2
0.467,0.688,4
0.13,0.738,3
0.276,0.482,2
0.242,0.517,2
0.381,0.655,4
0.463,0.733,4
0.909,0.521,1
0.461,0.743,4
0.417,0.111,0
0.237,0.485,2
0.915,0.44,1
0.576,0.109,0
0.287,0.425,2
0.146,0.781,3
0.303,0.583,2
0.943,0.585,1
0.993,0.594,1
0.455,0.689,4
0.538,0.056,0
0.984,0.603,1
0.002,0.782,3
0.92,0.521,1
0.107,0.759,3
0.243,0.603,2
0.973,0.522,1
0.232,0.5,2
0.461,0.756,4
0.408,0.752,4
0.954,0.491,1
0.308,0.454,2
0.995,0.603,1
0.011,0.81,3
0.497,0.022,0
0.101,0.807,3
0.989,0.622,1
0.462,0.768,4
0.514,0.098,0
1.007,0.529,1
0.912,0.528,1
0.488,0.668,4
0.495,0.069,0
0.158,0.692,3
0.265,0.477,2
0.457,0.688,4
0.366,0.756,4
0.398,0.72,4
0.971,0.663,1
1.01,0.576,1
0.298,0.442,2
0.048,0.806,3
0.452,0.728,4
0.922,0.502,1
0.261,0.446,2
0.25,0.445,2
0.314,0.509,2
0.518,0.059,0
0.988,0.457,1
0.476,0.108,0
0.442,0.723,4
0.45,0.725,4
1.003,0.528,1
0.402,0.052,0
0.083,0.742,3
0.099,0.741,3
0.4,0.768,4
0.251,0.472,2
0.144,0.829,3
0.45,0.039,0
0.097,0.845,3
0.96,0.569,1
0.104,0.77,3
0.292,0.532,2
0.545,0.116,0
0.992,0.545,1
0.414,0.758,4
0.337,0.485,2
0.555,0.076,0
0.509,0.73,4
0.031,0.825,3
0.327,0.709,4
0.326,0.443,2
0.29,0.525,2
0.465,0.749,4
0.995,0.529,1
0.213,0.533,2
0.941,0.496,1
0.5,0.106,0
0.983,0.478,1
1.011,0.487,1
0.066,0.74,3
0.99,0.525,1
0.097,0.776,3
0.424,0.703,4
1.01,0.595,1
0.388,0.736,4
0.496,0.01,0
0.309,0.519,2
0.984,0.641,1
0.471,0.74,4
0.06,0.731,3
0.559,0.086,0
0.924,0.476,1
0.947,0.565,1
0.523,0.041,0
0.27,0.499,2
0.999,0.582,1
0.976,0.574,1
0.998,0.609,1
0.007,0.764,3
0.251,0.512,2
0.199,0.561,2
0.924,0.584,1
0.028,0.799,3
0.478,0.132,0
0.263,0.467,2
0.446,0.058,0
0.224,0.472,2
0.441,0.71,4
0.975,0.481,1
0.246,0.511,2
0.971,0.513,1
0.113,0.818,3
0.096,0.752,3
0.084,0.83,3
0.407,0.662,4
0.5,0.057,0
0.56,0.061,0
0.489,0.094,0
0.133,0.807,3
0.478,0.763,4
0.447,0.793,4
0.36,0.747,4
0.096,0.785,3
0.031,0.789,3
0.208,0.542,2
0.407,0.772,4
0.494,0.742,4
0.544,0.103,0
0.528,0.05,0
0.094,0.77,3
1.007,0.481,1
1.01,0.562,1
0.087,0.762,3
0.316,0.491,2
0.498,0.127,0
0.168,0.766,3
1.036,0.553,1
0.257,0.431,2
0.378,0.764,4
0.432,0.09,0
0.275,0.571,2
0.488,0.706,4
0.992,0.528,1
0.981,0.511,1
0.396,0.752,4
0.519,0.079,0
0.29,0.576,2
0.243,0.496,2
0.563,0.085,0
0.054,0.804,3
0.064,0.803,3
0.199,0.515,2
0.94,0.496,1
0.959,0.506,1
0.457,0.708,4
0.138,0.826,3
0.023,0.807,3
0.933,0.543,1
0.971,0.542,1
0.02,0.764,3
0.331,0.458,2
1.075,0.532,1
0.927,0.478,1
0.46,0.725,4
0.462,0.681,4
0.459,0.681,4
0.137,0.716,3
0.535,0.062,0
0.466,0.705,4
0.205,0.495,2
0.265,0.473,2
0.966,0.523,1
0.369,0.742,4
0.46,0.084,0
0.316,0.489,2
0.426,0.092,0
0.444,0.092,0
0.059,0.807,3
0.137,0.745,3
0.47,0.783,4
0.432,0.696,4
0.036,0.801,3
0.456,0.081,0
0.556,0.138,0
0.505,0.047,0
0.298,0.749,4
0.116,0.859,3
0.229,0.515,2
0.991,0.574,1
0.253,0.419,2
0.93,0.498,1
0.355,0.468,2
0.214,0.497,2
0.959,0.644,1
0.54,0.096,0
1.04,0.568,1
0.931,0.587,1
0.288,0.546,2
0.996,0.538,1
0.075,0.769,3
0.468,0.001,0
0.081,0.769,3
0.975,0.497,1
0.316,0.443,2
0.143,0.802,3
0.958,0.59,1
0.074,0.807,3
0.405,0.658,4
0.552,0.123,0
1.003,0.529,1
0.539,0.084,0
1.035,0.538,1
1.003,0.552,1
0.066,0.755,3
0.438,0.794,4
0.458,0.755,4
0.009,0.8,3
1.002,0.596,1
0.31,0.524,2
0.252,0.424,2
0.085,0.759,3
1.018,0.489,1
0.179,0.451,2
0.417,0.795,4
0.498,0.737,4
0.433,0.069,0
0.442,0.711,4
0.03,0.818,3
0.05,0.803,3
0.543,0.06,0
0.487,0.103,0
0.439,0.757,4
0.556,0.06,0
0.426,0.742,4
0.107,0.782,3
1.021,0.566,1
0.512,0.067,0
0.103,0.738,3
0.277,0.477,2
0.353,0.729,4
0.111,0.847,3
0.514,0.08,0
0.52,0.098,0
0.401,0.678,4
0.056,0.791,3
0.925,0.57,1
0.981,0.525,1
0.998,0.516,1
0.049,0.759,3
0.295,0.551,2
0.444,0.707,4
0.532,0.072,0
0.335,0.58,2
0.477,0.712,4
0.425,0.689,4
0.05,0.773,3
0.566,0.051,0
0.057,0.793,3
1.001,0.594,1
0.104,0.769,3
0.488,0.724,4
0.409,0.648,4
0.969,0.61,1
0.426,0.759,4
0.488,0.085,0
0.464,0.759,4
0.276,0.525,2
0.971,0.503,1
0.967,0.559,1
0.028,0.853,3
0.412,0.74,4
0.432,0.156,0
0.49,0.025,0
0.955,0.589,1
0.518,0.072,0
0.272,0.434,2
1.052,0.568,1
0.053,0.757,3
0.097,0.819,3
1.004,0.566,1
0.112,0.82,3
1.02,0.43,1
0.604,0.101,0
1.011,0.548,1
0.986,0.576,1
0.254,0.412,2
0.992,0.505,1
0.995,0.521,1
0.238,0.5,2
0.22,0.557,2
0.955,0.53,1
0.971,0.496,1
0.383,0.665,4
0.459,0.778,4
0.308,0.488,2
0.113,0.827,3
0.491,0.008,0
0.291,0.458,2
0.044,0.758,3
0.119,0.792,3
0.5,0.098,0
0.574,0.046,0
0.288,0.423,2
0.258,0.548,2
0.062,0.815,3
0.442,0.811,4
0.522,0.042,0
0.298,0.438,2
0.003,0.859,3
0.212,0.508,2
0.05,0.732,3
0.481,0.142,0
0.055,0.803,3
0.406,0.637,4
0.219,0.484,2
0.583,0.011,0
0.444,0.1,0
0.532,0.131,0
0.425,0.708,4
0.491,0.075,0
0.107,0.808,3
0.436,0.789,4
0.125,0.836,3
0.039,0.741,3
0.009,0.865,3
0.131,0.756,3
0.425,0.736,4
0.44,0.711,4
0.088,0.791,3
0.233,0.541,2
0.096,0.769,3
0.378,0.769,4
0.429,0.725,4
0.365,0.73,4
0.507,0.083,0
1.009,0.555,1
1.036,0.661,1
0.428,0.63,4
0.44,0.087,0
0.486,0.107,0
0.328,0.529,2
0.262,0.465,2
1.021,0.562,1
0.428,0.811,4
0.087,0.792,3
0.97,0.56,1
0.455,0.745,4
0.296,0.462,2
0.482,0.033,0
1.018,0.56,1
0.432,0.745,4
0.975,0.601,1
0.114,0.751,3
0.48,0.729,4
0.067,0.858,3
0.28,0.475,2
0.486,0.055,0
0.528,0.038,0
0.477,0.073,0
0.327,0.492,2
0.332,0.575,2
0.418,0.762,4
0.98,0.535,1
0.161,0.816,3
0.976,0.483,1
0.387,0.763,4
0.508,0.18,0
0.975,0.569,1
0.038,0.829,3
0.958,0.513,1
0.383,0.749,4
0.458,0.666,4
0.975,0.512,1
0.368,0.743,4
0.29,0.496,2
0.469,0.675,4
0.09,0.793,3
0.422,0.111,0
0.508,0.034,0
0.313,0.479,2
0.943,0.512,1
0.202,0.567,2
0.499,0.081,0
0.485,0.033,0
0.206,0.526,2
0.498,0.055,0
0.434,0.683,4
0.999,0.453,1
0.386,0.74,4
0.128,0.728,3
0.404,0.683,4
0.235,0.519,2
0.044,0.77,3
0.461,0.788,4
0.921,0.595,1
0.043,0.784,3
0.415,0.682,4
0.143,0.801,3
0.508,0.145,0
1.021,0.456,1
0.119,0.746,3
0.977,0.473,1
0.339,0.486,2
0.956,0.513,1
1.002,0.541,1
0.325,0.531,2
0.267,0.446,2
0.993,0.533,1
0.562,0.108,0
0.437,0.075,0
0.238,0.603,2
0.456,0.685,4
0.076,0.722,3
0.545,0.058,0
0.967,0.555,1
0.027,0.768,3
0.915,0.583,1
0.961,0.596,1
0.48,0.052,0
0.323,0.483,2
0.094,0.787,3
0.12,0.792,3
1.045,0.547,1
0.527,0.09,0
0.524,0.082,0
0.464,0.061,0
0.524,0.018,0
0.19,0.53,2
0.962,0.578,1
0.902,0.575,1
0.047,0.784,3
0.494,0.749,4
0.449,0.761,4
0.543,0.086,0
0.07,0.703,3
0.068,0.804,3
0.386,0.652,4
0.934,0.537,1
0.097,0.81,3
0.048,0.742,3
1,0.518,1
0.071,0.808,3
0.497,0.068,0
0.072,0.78,3
0.087,0.682,3
0.059,0.821,3
0.985,0.485,1
0.448,0.109,0
0.386,0.727,4
1.004,0.484,1
1.022,0.54,1
0.08,0.888,3
0.553,0.062,0
0.461,0.702,4
0.538,0.037,0
0.261,0.544,2
0.501,0.716,4
0.345,0.492,2
0.056,0.705,3
0.413,0.693,4
0.11,0.755,3
0.115,0.74,3
0.936,0.594,1
0.254,0.487,2
0.436,0.702,4
0.982,0.519,1
0.43,0.066,0
0.921,0.529,1
0.959,0.591,1
0.967,0.568,1
0.507,0.095,0
0.046,0.74,3
0.038,0.772,3
0.453,0.658,4
0.567,0.015,0
0.12,0.795,3
0.037,0.694,3
0.445,0.637,4
0.934,0.566,1
0.48,0.731,4
0.487,0.024,0
1.002,0.546,1
0.518,0.064,0
0.473,0.012,0
0.049,0.83,3
0.99,0.477,1
0.413,0.747,4
0.358,0.76,4
0.055,0.713,3
0.536,0.066,0
0.426,0.671,4
0.566,0.13,0
0.431,0.68,4
0.374,0.777,4
0.443,0.688,4
0.481,0.036,0
0.078,0.769,3
0.113,0.804,3
0.567,0.064,0
0.088,0.688,3
0.008,0.776,3
0.522,0.092,0
0.106,0.734,3
0.39,0.641,4
0.47,0.79,4
1.006,0.537,1
0.41,0.762,4
0.48,0.079,0
0.081,0.796,3
0.458,0.122,0
0.997,0.558,1
0.475,0.772,4
0.417,0.727,4
1.01,0.504,1
0.234,0.562,2
0.048,0.774,3
0.362,0.719,4
0.524,0.089,0
0.021,0.778,3
0.416,0.674,4
0.505,0.721,4
0.109,0.775,3
0.519,0.075,0
0.118,0.802,3
0.502,0.639,4
0.433,0.704,4
0.499,0.074,0
0.33,0.782,4
0.102,0.767,3
0.458,0.11,0
0.258,0.579,2
0.491,0.751,4
0.101,0.762,3
0.953,0.552,1
0.531,0.036,0
0.539,0.097,0
0.576,0.053,0
0.506,0.083,0
0.345,0.518,2
0.517,0.025,0
0.245,0.497,2
0.216,0.466,2
0.893,0.6,1
0.284,0.476,2
0.939,0.453,1
0.364,0.522,2
0.919,0.482,1
0.989,0.481,1
0.974,0.469,1
0.982,0.541,1
0.919,0.525,1
0.481,0.149,0
0.084,0.821,3
0.404,0.757,4
0.063,0.803,3
0.047,0.789,3
0.261,0.525,2
0.456,0.715,4
1.014,0.52,1
0.054,0.768,3
0.034,0.874,3
0.06,0.831,3
0.989,0.547,1
0.265,0.482,2
0.488,0.06,0
0.501,0.088,0
0.519,0.095,0
0.379,0.726,4
1.026,0.55,1
0.283,0.55,2
0.485,0.073,0
0.521,0.094,0
0.027,0.796,3
0.312,0.465,2
0.515,0.148,0
0.958,0.521,1
0.07,0.709,3
0.286,0.489,2
0.215,0.452,2
0.476,0.028,0
0.408,0.654,4
0.928,0.576,1
0.989,0.546,1
0.483,0.047,0
0.072,0.719,3
0.111,0.768,3
0.478,0.065,0
0.566,0.163,0
0.405,0.698,4
0.079,0.799,3
0.389,0.698,4
0.517,0,0
1,0.579,1
0.54,0.132,0
0.31,0.436,2
0.446,0.16,0
0.993,0.537,1
0.448,0.022,0
0.521,0.023,0
0.542,0.111,0
0.487,0.073,0
0.35,0.74,4
0.44,0.007,0
0.352,0.735,4
0.966,0.512,1
1.007,0.554,1
0.318,0.497,2
0.054,0.717,3
0.316,0.554,2
0.218,0.509,2
0.967,0.588,1
0.935,0.452,1
1.02,0.568,1
1.023,0.558,1
0.065,0.754,3
0.499,0.052,0
0.607,0.123,0
0.972,0.59,1
0.04,0.787,3
0.522,0.1,0
0.423,0.661,4
0.977,0.566,1
0.37,0.679,4
0.519,0.033,0
0.127,0.785,3
0.41,0.669,4
0.107,0.737,3
0.054,0.788,3
0.502,0.112,0
0.46,0.759,4
0.885,0.562,1
1.025,0.658,1
0.517,0.742,4
0.104,0.759,3
0.226,0.461,2
0.264,0.454,2
0.123,0.854,3
0.016,0.766,3
0.451,0.723,4
0.056,0.812,3
0.293,0.551,2
0.032,0.812,3
1.049,0.452,1
0.093,0.793,3
0.522,0.079,0
0.474,0.724,4
0.099,0.804,3
0.116,0.762,3
0.298,0.489,2
0.039,0.806,3
0.969,0.642,1
0.994,0.445,1
1.021,0.503,1
0.308,0.514,2
0.297,0.56,2
0.253,0.536,2
0.04,0.729,3
0.475,0.724,4
0.285,0.489,2
1.015,0.53,1
0.051,0.752,3
0.93,0.558,1
0.934,0.519,1
0.449,0.718,4
0.138,0.727,3
0.31,0.504,2
0.285,0.471,2
0.118,0.752,3
0.542,0.063,0
0.939,0.584,1
1.05,0.529,1
0.543,0.082,0
0.145,0.799,3
0.474,0.717,4
0.435,0.037,0
0.416,0.667,4
0.477,0.709,4
0.54,0.15,0
0.256,0.5,2
0.233,0.524,2
0.285,0.42,2
0.056,0.704,3
0.014,0.732,3
0.429,0.681,4
0.231,0.536,2
0.343,0.5,2
0.41,0.803,4
0.252,0.477,2
0.528,0.107,0
0.405,0.698,4
0.111,0.766,3
0.47,0.025,0
0.35,0.507,2
1.014,0.537,1
0.216,0.477,2
0.438,0.758,4
0.387,0.644,4
0.442,0.06,0
0.195,0.526,2
0.409,0.77,4
0.451,0.787,4
0.468,0.72,4
0.449,0.728,4
0.523,0.106,0
0.082,0.761,3
0.415,0.73,4
0.417,0.718,4
0.218,0.544,2
1.024,0.499,1
0.404,0.651,4
0.474,0.716,4
0.48,0.058,0
0.288,0.541,2
0.941,0.56,1
1.01,0.569,1
0.452,0.035,0
0.446,0.112,0
0.475,0.748,4
0.432,0.715,4
0.48,0.817,4
0.986,0.531,1
0.273,0.481,2
0.197,0.464,2
0.381,0.701,4
0.929,0.526,1
0.422,0.733,4
0.465,0.05,0
0.517,0.169,0
0.91,0.479,1
0.51,0.079,0
0.941,0.511,1
0.056,0.792,3
0.483,0.719,4
0.908,0.53,1
0.902,0.603,1
0.048,0.77,3
0.12,0.827,3
0.068,0.808,3
0.988,0.493,1
0.503,0.069,0
0.457,0.747,4
0.963,0.569,1
0.259,0.427,2
0.508,0.686,4
0.911,0.544,1
0.073,0.803,3
0.462,0.648,4
0.46,0.771,4
0.495,0.682,4
0.017,0.792,3
0.13,0.772,3
0.444,0.646,4
0.527,0.007,0
0.427,0.752,4
0.355,0.741,4
0.252,0.441,2
0.067,0.762,3
0.444,0.669,4
0.407,0.737,4
0.101,0.836,3
1.002,0.581,1
0.245,0.533,2
0.448,0.761,4
0.115,0.778,3
0.074,0.762,3
0.07,0.824,3
0.215,0.462,2
0.033,0.771,3
0.968,0.492,1
0.449,0.044,0
0.478,0.005,0
0.965,0.606,1
0.27,0.512,2
0.118,0.837,3
0.946,0.529,1
0.286,0.478,2
0.356,0.551,2
0.956,0.528,1
0.454,0.776,4
0.078,0.792,3
0.28,0.539,2
0.419,0.706,4
0.206,0.464,2
0.939,0.57,1
1.017,0.605,1
0.387,0.656,4
0.029,0.829,3
0.103,0.877,3
0.435,0.095,0
0.461,0.657,4
0.095,0.767,3
0.21,0.522,2
0.42,0.746,4
0.28,0.425,2
0.993,0.458,1
0.461,0.093,0
0.961,0.583,1
0.402,0.649,4
0.946,0.462,1
0.055,0.762,3
0.3,0.566,2
0.44,0.693,4
0.525,0.144,0
0.955,0.545,1
0.571,0.027,0
1.044,0.558,1
0.949,0.533,1
0.502,0.096,0
0.013,0.717,3
0.306,0.475,2
0.957,0.559,1
1.051,0.562,1
0.347,0.481,2
0.543,0.027,0
0.501,0.069,0
0.457,0.073,0
0.093,0.806,3
0.377,0.718,4
0.988,0.497,1
0.116,0.752,3
0.463,0.714,4
0.451,0.706,4
0.234,0.474,2
0.45,0.741,4
0.302,0.522,2
0.238,0.437,2
0.974,0.461,1
0.475,0.042,0
0.271,0.516,2
0.99,0.531,1
0.96,0.561,1
0.524,0.079,0
0.434,0.735,4
0.427,0.733,4
0.091,0.765,3
0.496,0.095,0
0.119,0.832,3
0.947,0.447,1
0.536,0.084,0
0.233,0.553,2
0.427,0.756,4
0.439,0.736,4
0.963,0.524,1
0.396,0.721,4
0.193,0.518,2
0.986,0.57,1
0.954,0.65,1
1.006,0.581,1
0.331,0.446,2
0.434,0.697,4
0.145,0.762,3
0.464,0.006,0
0.101,0.816,3
0.515,0.063,0
0.124,0.792,3
0.428,0.681,4
0.257,0.445,2
0.208,0.514,2
1.025,0.585,1
0.029,0.809,3
0.567,0.005,0
0.454,0.14,0
0.472,0.061,0
0.457,0.044,0
0.49,0.138,0
0.025,0.815,3
0.126,0.847,3
0.54,0.035,0
0.38,0.74,4
0.97,0.536,1
0.299,0.542,2
0.295,0.486,2
0.394,0.746,4
0.007,0.783,3
0.938,0.599,1
0.481,0.064,0
0.312,0.537,2
0.438,0.701,4
0.882,0.427,1
0.07,0.833,3
0.54,0.74,4
0.89,0.529,1
0.263,0.602,2
0.067,0.806,3
0.943,0.525,1
0.556,0.168,0
0.075,0.777,3
0.29,0.453,2
0.062,0.756,3
0.407,0.751,4
0.556,0.136,0
0.466,0.143,0
1.015,0.58,1
0.493,0.706,4
0.296,0.495,2
0.288,0.558,2
1.016,0.569,1
0.42,0.049,0
0.061,0.821,3
0.49,0.712,4
0.415,0.795,4
0.937,0.481,1
0.505,0.107,0
0.97,0.523,1
0.506,0.115,0
0.228,0.554,2
0.286,0.512,2
0.985,0.501,1
0.89,0.464,1
0.086,0.773,3
0.495,0.059,0
0.304,0.423,2
0.451,0.092,0
0.437,0.717,4
0.5,0.048,0
0.32,0.448,2
0.31,0.494,2
0.475,0.668,4
0.474,0.079,0
0.232,0.468,2
0.517,0.081,0
0.955,0.572,1
0.485,0.047,0
0.319,0.529,2
0.067,0.833,3
0.541,0.011,0
0.24,0.529,2
0.415,0.127,0
0.954,0.555,1
0.448,0.728,4
0.037,0.786,3
0.429,0.681,4
0.139,0.741,3
0.95,0.522,1
0.967,0.561,1
0.418,0.723,4
0.927,0.584,1
0.108,0.849,3
0.057,0.851,3
0.953,0.524,1
0.434,0.751,4
0.406,0.712,4
1.003,0.529,1
0.933,0.508,1
0.161,0.786,3
0.083,0.704,3
0.475,0.785,4
0.087,0.872,3
1.04,0.516,1
0.452,0.764,4
0.436,0.748,4
0.041,0.79,3
0.084,0.779,3
0.458,0.712,4
0.269,0.44,2
0.501,0.069,0
0.984,0.519,1
0.424,0.729,4
0.412,0.794,4
0.094,0.792,3
0.499,0.006,0
0.069,0.714,3
0.316,0.52,2
0.982,0.54,1
0.181,0.481,2
0.453,0.733,4
0.323,0.559,2
0.947,0.46,1
0.528,0.107,0
0.274,0.426,2
0.025,0.795,3
0.277,0.477,2
1.053,0.551,1
0.52,0.033,0
0.17,0.528,2
0.85,0.539,1
0.42,0.658,4
0.475,0.056,0
0.469,0.755,4
0.5,0.075,0
0.45,0.767,4
0.007,0.765,3
0.042,0.723,3
0.57,0.066,0
0.105,0.735,3
0.891,0.538,1
0.088,0.837,3
0.955,0.583,1
0.966,0.511,1
0.459,0.068,0
0.082,0.807,3
0.447,0.703,4
0.484,0.789,4
0.196,0.569,2
0.485,0.721,4
0.917,0.545,1
0.519,0.044,0
0.966,0.561,1
0.458,0.705,4
1.005,0.543,1
0.074,0.861,3
0.515,0.048,0
0.456,0.71,4
0.441,0.078,0
0.971,0.578,1
0.258,0.535,2
1.016,0.582,1
0.117,0.838,3
0.252,0.478,2
0.38,0.515,2
1.018,0.532,1
0.492,0.088,0
0.988,0.557,1
0.072,0.806,3
0.422,0.704,4
0.954,0.535,1
0.969,0.509,1
0.063,0.701,3
0.089,0.838,3
0.588,0.039,0
0.034,0.744,3
0.249,0.521,2
0.338,0.486,2
0.451,0.77,4
0.156,0.825,3
0.023,0.828,3
1.08,0.521,1
0.246,0.443,2
0.34,0.562,2
1.012,0.446,1
0.034,0.755,3
0.455,0.696,4
0.075,0.791,3
0.98,0.584,1
0.505,0.806,4
0.307,0.499,2
0.431,0.707,4
0.267,0.507,2
0.483,0.035,0
0.467,0.091,0
0.062,0.842,3
0.463,0.078,0
0.454,0.847,4
0.497,0.098,0
0.493,0.04,0
0.462,0.761,4
0.488,0.028,0
0.466,0.692,4
0.01,0.751,3
0.41,0.725,4
0.4,0.793,4
0.4,0.738,4
0.262,0.482,2
1.057,0.509,1
0.236,0.552,2
0.457,0.67,4
0.522,0.125,0
0.508,0.1,0
0.403,0.741,4
0.922,0.511,1
0.302,0.456,2
0.998,0.494,1
0.348,0.511,2
0.943,0.623,1
0.283,0.482,2
0.549,0.073,0
