x,y,z,cluster
0.098,0.836,0.466,3
0.743,1.032,0.531,1
0.345,0.011,0.341,2
0.544,0.675,0.863,4
0.075,0.766,0.412,3
0.667,0.993,0.544,1
0.443,0.674,0.848,4
0.305,0.065,0.325,2
0.41,0.048,0.296,2
0.555,0.072,0.282,2
0.472,0.742,0.779,4
0.386,0.106,0.277,2
0.435,0.118,0.162,2
0.363,0.059,0.238,2
0.425,0.077,0.342,2
0.506,0.663,0.8,4
0.627,0.945,0.501,1
0.474,0.736,0.855,4
0.05,0.793,0.413,3
0.764,0.998,0.575,0
0.804,0.938,0.512,0
0.434,0.08,0.287,2
0.726,0.974,0.515,1
0.074,0.723,0.533,3
0.052,0.753,0.433,3
0.501,0.149,0.274,2
0.044,0.734,0.477,3
0.343,0.093,0.279,2
0.702,1.055,0.575,1
0.545,0.694,0.832,4
0.541,0.671,0.817,4
0.681,0.951,0.534,0
0.455,0.706,0.88,4
0.112,0.751,0.42,3
0.356,0.097,0.347,2
0.47,0.675,0.869,4
0.324,0.08,0.253,2
0.012,0.812,0.442,3
0.698,0.94,0.501,0
0.405,0.659,0.826,4
0.472,0.028,0.318,2
0.092,0.74,0.465,3
0.692,0.927,0.565,0
0.405,0.038,0.301,2
0.792,1.008,0.512,1
0.71,0.975,0.537,1
0.074,0.733,0.446,3
0.37,0.031,0.316,2
0.499,0.656,0.81,4
0.457,0.085,0.352,2
0.52,0.11,0.254,2
0.474,0.096,0.286,2
0.044,0.831,0.43,3
0.495,0.065,0.274,2
0.039,0.863,0.451,3
0.066,0.739,0.358,3
0.537,0.074,0.236,2
0.538,0.093,0.268,2
0.45,0.025,0.324,2
0.486,0.071,0.306,2
0.415,0.019,0.336,2
0.504,0.084,0.274,2
0.495,0.734,0.778,4
0.535,0.639,0.724,4
0.721,0.971,0.553,0
0.8,0.99,0.565,0
0.487,0.071,0.279,2
0.778,1.03,0.492,1
0.803,0.89,0.545,0
0.456,0.023,0.295,2
0.011,0.725,0.369,3
0.491,0.757,0.856,4
0.338,0.101,0.335,2
0.668,1.031,0.529,1
0.707,1.028,0.57,1
0.434,0.079,0.301,2
0.715,1.017,0.507,1
0.701,0.957,0.513,1
0.414,0.11,0.282,2
0.519,0.628,0.764,4
0.443,0.649,0.749,4
0.115,0.79,0.445,3
0.513,0.07,0.273,2
0.08,0.7,0.443,3
0.491,0.623,0.764,4
0.128,0.797,0.539,3
0.711,0.928,0.585,0
0.077,0.804,0.449,3
0.693,0.966,0.518,1
0.106,0.715,0.426,3
0.323,0.087,0.314,2
0.494,0.039,0.267,2
0.73,0.984,0.534,1
0.09,0.732,0.429,3
0.106,0.746,0.503,3
0.487,0.07,0.223,2
0.552,0.664,0.756,4
0.372,0.084,0.269,2
0.585,0.089,0.24,2
0.467,0.661,0.784,4
0.725,0.941,0.562,0
0.535,0.102,0.244,2
0.367,0.146,0.277,2
0.548,0.114,0.248,2
0.42,0.062,0.327,2
0.51,0.658,0.841,4
0.773,0.982,0.489,1
0.508,0.639,0.769,4
0.364,0.081,0.356,2
0.44,0.068,0.268,2
0.685,0.953,0.559,0
0.04,0.813,0.402,3
0.533,0.038,0.255,2
0.395,0.049,0.228,2
0.372,0.08,0.244,2
0.471,0.076,0.26,2
0.482,0.663,0.819,4
0.694,0.949,0.598,0
0.028,0.826,0.365,3
0.461,0.026,0.304,2
0.545,0.187,0.229,2
0.482,0.694,0.819,4
0.619,1.002,0.512,1
0.33,0.069,0.241,2
0.116,0.683,0.451,3
0.511,0.071,0.306,2
0.419,0.13,0.31,2
0.741,0.952,0.529,0
0.519,0.068,0.197,2
0.038,0.695,0.471,3
0.563,0.127,0.202,2
0.712,0.943,0.576,0
0.51,0.661,0.768,4
0.524,0.134,0.23,2
0.134,0.745,0.395,3
0.584,0.704,0.821,4
0.66,0.967,0.51,1
0.08,0.819,0.43,3
0.722,1.026,0.582,1
0.428,0.659,0.868,4
0.523,0.665,0.802,4
0.36,0.024,0.313,2
0.51,0.788,0.863,4
0.477,0.026,0.291,2
0.448,0.113,0.261,2
0.52,0.077,0.309,2
0.104,0.793,0.426,3
0.567,0.794,0.802,4
0.111,0.705,0.425,3
0.049,0.767,0.508,3
0.543,0.688,0.83,4
0.335,0.072,0.328,2
0.469,0.692,0.79,4
0.379,0.082,0.26,2
0.764,0.967,0.619,0
0.622,1.006,0.555,1
0.057,0.809,0.485,3
0.416,0.089,0.22,2
0.396,0.005,0.31,2
0.578,0.664,0.863,4
0.692,0.939,0.615,0
0.024,0.791,0.483,3
0.662,0.943,0.518,0
0.706,1.02,0.557,1
0.491,0.694,0.739,4
0.383,0.098,0.312,2
0.066,0.782,0.37,3
0.396,0.07,0.282,2
0.398,0.05,0.297,2
0.049,0.785,0.388,3
0.734,1.005,0.587,0
0.545,0.051,0.248,2
0.104,0.832,0.354,3
0.483,0.601,0.874,4
0.687,1.063,0.506,1
0.331,0.037,0.285,2
0.014,0.771,0.45,3
0.75,1.019,0.56,1
0.056,0.851,0.41,3
0.447,0.674,0.83,4
0.757,0.944,0.535,0
0.459,0.06,0.285,2
0.391,0.065,0.296,2
0.508,0.02,0.271,2
0.498,0.102,0.243,2
0.042,0.789,0.449,3
0.493,0.675,0.78,4
0.499,0.731,0.84,4
0.693,0.954,0.491,1
0.36,0.024,0.266,2
0.67,1.016,0.588,1
0.763,0.932,0.524,0
0.067,0.773,0.469,3
0.543,0.736,0.775,4
0.681,1.002,0.66,0
0.519,0.68,0.823,4
0.475,0.062,0.301,2
0.018,0.758,0.394,3
0.716,1.038,0.5,1
0.518,0.657,0.774,4
0.489,0.097,0.298,2
0.692,1.012,0.561,1
0.137,0.794,0.403,3
0.076,0.77,0.45,3
0.049,0.793,0.362,3
0.539,0.101,0.311,2
0.397,0.119,0.282,2
0.67,0.91,0.432,1
0.777,0.979,0.562,0
0.713,0.971,0.497,1
0.526,0.072,0.273,2
0.064,0.806,0.392,3
0.738,0.926,0.556,0
0.074,0.76,0.459,3
0.409,0.643,0.794,4
0.6,0.041,0.29,2
0.626,0.6,0.79,4
0.481,0.035,0.217,2
0.472,0.617,0.8,4
0.475,0.672,0.795,4
0.365,0.039,0.303,2
0.502,0.104,0.237,2
0.542,0.634,0.876,4
0.403,0.009,0.224,2
0.713,0.981,0.589,0
0.531,0.707,0.814,4
0.51,0.722,0.842,4
0.505,0.028,0.235,2
0.349,0.04,0.326,2
0.101,0.752,0.477,3
0.473,0.748,0.767,4
0.524,0.668,0.739,4
0.482,0.058,0.259,2
0.481,0.052,0.268,2
0.462,0.027,0.278,2
0.541,0.042,0.299,2
0.05,0.815,0.45,3
0.726,1.011,0.527,1
0.759,0.962,0.635,0
0.454,0.719,0.839,4
0.418,0.017,0.285,2
0.052,0.726,0.463,3
0.615,0.117,0.307,2
0.346,0.05,0.301,2
0.736,1.027,0.609,0
0.517,0.053,0.267,2
0.293,0.155,0.266,2
0.461,0.626,0.828,4
0.043,0.784,0.485,3
0.523,0.69,0.815,4
0.761,0.972,0.515,1
0.055,0.792,0.423,3
0.734,1.013,0.498,1
0.409,0.067,0.305,2
0.497,0.654,0.729,4
0.393,0.021,0.217,2
0.739,1.019,0.5,1
0.034,0.754,0.401,3
0.555,0.709,0.82,4
0.408,0.061,0.265,2
0.736,1.032,0.569,1
0.433,0.041,0.249,2
0.085,0.73,0.449,3
0.478,0.679,0.829,4
0.066,0.766,0.407,3
0.716,0.933,0.525,0
0.43,0.029,0.339,2
0.695,0.932,0.572,0
0.506,0.696,0.748,4
0.497,0.721,0.791,4
0.421,0.037,0.374,2
0.475,0.652,0.777,4
0.365,0.143,0.281,2
0.364,0.148,0.246,2
0.144,0.792,0.467,3
0.731,0.992,0.494,1
0.686,0.991,0.594,0
0.063,0.756,0.437,3
0.03,0.795,0.386,3
0.503,0.678,0.789,4
0.471,0.599,0.842,4
0.082,0.84,0.364,3
0.093,0.753,0.487,3
0.13,0.759,0.42,3
0.737,1.016,0.555,1
0.361,0.046,0.348,2
0.469,0.67,0.795,4
0.33,0.09,0.268,2
0.371,0.025,0.24,2
0.47,0.737,0.771,4
0.582,0.027,0.321,2
0.409,0.715,0.75,4
0.481,0.661,0.884,4
0.502,0.697,0.84,4
0.512,0.009,0.215,2
0.738,1.008,0.508,1
0.47,0.021,0.205,2
0.4,0.028,0.297,2
0.773,1.021,0.546,1
0.542,0.675,0.818,4
0.404,0.109,0.258,2
0.447,0.048,0.279,2
0.775,0.997,0.498,1
0.561,0.098,0.267,2
0.55,0.653,0.696,4
0.374,0.097,0.363,2
0.388,0.035,0.265,2
0.114,0.758,0.454,3
0.319,0.107,0.304,2
0.481,0.695,0.785,4
0.671,1.037,0.544,1
0.569,0.635,0.833,4
0.448,0.089,0.267,2
0.515,0.711,0.785,4
0.456,0.052,0.214,2
0.342,0.126,0.232,2
0.472,0.694,0.793,4
0.376,0.032,0.314,2
0.021,0.776,0.435,3
0.051,0.834,0.468,3
0.416,0.133,0.249,2
0.501,0.08,0.298,2
0.32,0.075,0.277,2
0.349,0.115,0.265,2
0.555,0.057,0.302,2
0.463,0.672,0.872,4
0.571,0.651,0.818,4
0.064,0.781,0.436,3
0.317,0.04,0.195,2
0.349,0.021,0.303,2
0.736,0.953,0.513,0
0.01,0.791,0.38,3
0.559,0.682,0.761,4
0.423,0.64,0.763,4
0.526,0.042,0.275,2
0.035,0.785,0.417,3
0.8,0.966,0.507,0
0.317,0.097,0.344,2
0.541,0.68,0.831,4
0.48,0.647,0.751,4
0.685,0.992,0.549,1
0.379,0.013,0.318,2
0.143,0.737,0.471,3
0.439,0.122,0.26,2
0.73,0.991,0.497,1
0.404,0.081,0.298,2
0.459,0.603,0.791,4
0.68,0.97,0.491,1
0.73,0.951,0.627,0
0.317,0.11,0.308,2
0.547,0.689,0.785,4
0.091,0.871,0.374,3
0.539,0.694,0.766,4
0.788,0.969,0.513,0
0.46,0.047,0.314,2
0.733,0.966,0.523,0
0.116,0.74,0.379,3
0.461,0.095,0.229,2
0.323,0.054,0.271,2
0.526,0.13,0.237,2
0.51,0.691,0.829,4
0.089,0.772,0.375,3
0.127,0.796,0.473,3
0.51,0.042,0.25,2
0.475,0.063,0.245,2
0.181,0.858,0.402,3
0.484,0.067,0.293,2
0.513,0.709,0.816,4
0.355,0.139,0.277,2
0.342,0.053,0.292,2
0.714,0.969,0.557,0
0.034,0.754,0.415,3
0.38,0.083,0.263,2
0.505,0.665,0.809,4
0.436,0.071,0.307,2
0.362,0.038,0.305,2
0.694,1.038,0.605,1
0.501,0.026,0.304,2
0.577,0.749,0.755,4
0.044,0.74,0.475,3
0.392,0.054,0.291,2
0.537,0.688,0.828,4
0.104,0.762,0.458,3
0.425,0.033,0.292,2
0.085,0.805,0.409,3
0.392,0.122,0.28,2
0.134,0.794,0.389,3
0.086,0.817,0.426,3
0.542,0.641,0.807,4
0.293,0.077,0.246,2
0.112,0.721,0.477,3
0.085,0.846,0.431,3
0.527,0.716,0.863,4
0.062,0.808,0.378,3
0.467,0.705,0.853,4
0.442,0.732,0.784,4
0.341,0.092,0.322,2
0.092,0.743,0.465,3
0.46,0.666,0.733,4
0.081,0.767,0.473,3
0.393,0.114,0.29,2
0.373,0.006,0.219,2
0.372,0.025,0.299,2
0.655,0.983,0.531,1
0.033,0.791,0.403,3
0.457,0.131,0.281,2
0.516,0.09,0.305,2
0.089,0.79,0.455,3
0.526,0.708,0.789,4
0.574,0.695,0.786,4
0.336,0.13,0.266,2
0.676,0.998,0.556,1
0.701,0.896,0.581,0
0.445,0.708,0.769,4
0.62,0.972,0.591,0
0.463,0.642,0.783,4
0.059,0.817,0.4,3
0.493,0.046,0.303,2
0.527,0.001,0.237,2
0.479,0.068,0.244,2
0.006,0.692,0.449,3
0.35,0.004,0.283,2
0.437,0.658,0.791,4
0.548,0.682,0.842,4
0.445,0.008,0.23,2
0.052,0.732,0.427,3
0.47,0.091,0.291,2
0.531,0.703,0.857,4
0.766,0.968,0.628,0
0.478,0.085,0.288,2
0.725,0.989,0.511,1
0.55,0.06,0.189,2
0.046,0.754,0.45,3
0.346,0.135,0.278,2
0.69,0.87,0.483,0
0.562,0.613,0.873,4
0.537,0.014,0.29,2
0.443,0.021,0.244,2
0.678,0.978,0.504,1
0.678,1.056,0.581,1
0.13,0.784,0.458,3
0.669,1.044,0.506,1
0.558,0.717,0.778,4
0.457,0.076,0.183,2
0.672,0.99,0.49,1
0.548,0.137,0.305,2
0.475,0.59,0.83,4
0.666,0.971,0.471,1
0.739,0.961,0.64,0
0.048,0.786,0.47,3
0.505,0.106,0.304,2
0.091,0.766,0.497,3
0.443,0.7,0.818,4
0.483,0.722,0.775,4
0.563,0.699,0.821,4
0.401,0.089,0.318,2
0.486,0.056,0.249,2
0.44,0.737,0.722,4
0.415,0.651,0.816,4
0.071,0.74,0.441,3
0.476,0.667,0.701,4
0.093,0.832,0.435,3
0.49,0.073,0.281,2
0.092,0.741,0.527,3
0.67,0.976,0.507,1
0.092,0.781,0.418,3
0.382,0.02,0.316,2
0.405,0.084,0.361,2
0.717,0.986,0.614,0
0.645,0.954,0.513,1
0.515,0.636,0.799,4
0.492,0.695,0.832,4
0.706,0.924,0.488,0
0.705,0.951,0.6,0
0.705,0.949,0.467,1
0.045,0.77,0.411,3
0.072,0.835,0.432,3
0.403,0.162,0.322,2
0.506,0.707,0.748,4
0.151,0.769,0.488,3
0.345,0.054,0.271,2
0.673,0.97,0.521,1
0.709,0.963,0.585,0
0.51,0.062,0.23,2
0.748,1.031,0.521,1
0.037,0.773,0.44,3
0.498,0.031,0.218,2
0.491,0.71,0.723,4
0.078,0.803,0.424,3
0.47,0.725,0.826,4
0.382,0.084,0.325,2
0.03,0.797,0.439,3
0.401,0.038,0.255,2
0.426,0.086,0.372,2
0.428,0.097,0.372,2
0.354,0.021,0.284,2
0.045,0.683,0.404,3
0.688,0.971,0.553,0
0.552,0.719,0.809,4
0.745,0.95,0.642,0
0.803,0.913,0.581,0
0.505,0.742,0.759,4
0.528,0.672,0.726,4
0.491,0.708,0.84,4
0.7,0.987,0.526,1
0.487,0.657,0.774,4
0.733,1,0.547,1
0.329,0.094,0.264,2
0.672,1.025,0.536,1
0.039,0.738,0.32,3
0.41,0.099,0.346,2
0.357,0.035,0.274,2
0.367,0.13,0.282,2
0.009,0.762,0.49,3
0.502,0.033,0.219,2
0.466,0.689,0.843,4
0.49,0.055,0.276,2
0.502,0.672,0.799,4
0.547,0.069,0.302,2
0.624,0.96,0.59,0
0.084,0.782,0.398,3
0.071,0.829,0.445,3
0.478,0.645,0.809,4
0.551,0.606,0.795,4
0.393,0.11,0.31,2
0.488,0.693,0.776,4
0.327,0.007,0.29,2
0.516,0.659,0.869,4
0.673,0.986,0.492,1
0.105,0.75,0.407,3
0.509,0.71,0.776,4
0.377,0.07,0.305,2
0.48,0.139,0.27,2
0.726,0.991,0.52,1
0.449,0.742,0.824,4
0.728,0.997,0.452,1
0.05,0.791,0.449,3
0.703,0.979,0.506,1
0.491,0.128,0.309,2
0.068,0.78,0.51,3
0.366,0.045,0.316,2
0.501,0.041,0.285,2
0.516,0.657,0.788,4
0.019,0.746,0.475,3
0.423,0.014,0.311,2
0.489,0.09,0.279,2
0.728,1.019,0.505,1
0.389,0.079,0.244,2
0.545,0.118,0.244,2
0.388,0.017,0.356,2
0.572,0.11,0.246,2
0.8,0.96,0.53,0
0.526,0.09,0.187,2
0.653,0.906,0.529,0
0.027,0.76,0.408,3
0.49,0.104,0.353,2
0.078,0.795,0.342,3
0.496,0.008,0.272,2
0.519,0.676,0.825,4
0.572,0.661,0.793,4
0.123,0.769,0.396,3
0.52,0.675,0.834,4
0.098,0.809,0.485,3
0.538,0.058,0.218,2
0.712,1.009,0.538,1
0.79,0.989,0.534,0
0.378,0.151,0.172,2
0.528,0.072,0.237,2
0.466,0.654,0.775,4
0.546,0.728,0.779,4
0.393,0.084,0.305,2
0.742,1.057,0.543,1
0.144,0.807,0.369,3
0.759,0.986,0.601,0
0.364,0.084,0.395,2
0.356,0.057,0.285,2
0.425,0.056,0.271,2
0.072,0.774,0.463,3
0.063,0.713,0.407,3
0.098,0.859,0.439,3
0.437,0.027,0.249,2
0.406,0.055,0.377,2
0.737,1.029,0.513,1
0.078,0.864,0.444,3
0.658,0.965,0.522,1
0.439,0.714,0.826,4
0.425,0.652,0.787,4
0.482,0.076,0.295,2
0.373,0.066,0.257,2
0.368,0.006,0.275,2
0.706,0.927,0.441,1
0.541,0.099,0.209,2
0.5,0,0.306,2
0.707,1.011,0.532,1
0.523,0.077,0.272,2
0.481,0.764,0.743,4
0.437,0.066,0.303,2
0.066,0.815,0.401,3
0.329,0.056,0.231,2
0.412,0.043,0.273,2
0.513,0.113,0.308,2
0.391,0.035,0.288,2
0.347,0.141,0.272,2
0.386,0.032,0.28,2
0.097,0.822,0.451,3
0.328,0.085,0.278,2
0.472,0.059,0.361,2
0.69,0.977,0.494,1
0.441,0.682,0.813,4
0.686,1.06,0.552,1
0.483,0.639,0.788,4
0.363,0.071,0.393,2
0.077,0.779,0.42,3
0.481,0.035,0.162,2
0.495,0.057,0.31,2
0.469,0.01,0.288,2
0.705,0.948,0.553,0
0.695,0.979,0.476,1
0.718,1.046,0.488,1
0.496,0.059,0.259,2
0.405,0.05,0.308,2
0.135,0.8,0.43,3
0.076,0.817,0.409,3
0.038,0.785,0.435,3
0.527,0.067,0.228,2
0.786,1.005,0.558,0
0.354,0.052,0.315,2
0.766,0.909,0.551,0
0.518,0.634,0.828,4
0.444,0.1,0.289,2
0.044,0.803,0.436,3
0.67,0.956,0.559,0
0.381,0.042,0.277,2
0.101,0.793,0.365,3
0.025,0.729,0.472,3
0.044,0.785,0.454,3
0.349,0.087,0.251,2
0.696,1.018,0.52,1
0.032,0.755,0.399,3
0.521,0.038,0.229,2
0.308,0.024,0.301,2
0.451,0.673,0.82,4
0.389,0.048,0.275,2
0.764,0.994,0.505,1
0.483,0.664,0.828,4
0.162,0.775,0.396,3
0.498,0.705,0.82,4
0.706,0.996,0.581,0
0.512,0.679,0.837,4
0.514,0.073,0.225,2
0.388,0.061,0.348,2
0.085,0.714,0.46,3
0.351,0.108,0.274,2
0.034,0.843,0.498,3
0.06,0.786,0.435,3
0.112,0.787,0.435,3
0.362,0.027,0.264,2
0.601,0.063,0.374,2
0.677,0.989,0.564,1
0.502,0.055,0.266,2
0.707,0.988,0.561,0
0.433,0.047,0.29,2
0.498,0.655,0.876,4
0.486,0.661,0.797,4
0.704,1.02,0.504,1
0.503,0.036,0.258,2
0.442,0.027,0.217,2
0.769,0.987,0.578,0
0.727,0.971,0.559,0
0.486,0.107,0.25,2
0.399,0.045,0.333,2
0.387,0.059,0.228,2
0.022,0.774,0.403,3
0.493,0.687,0.848,4
0.725,0.996,0.533,1
0.515,0.665,0.776,4
0.088,0.76,0.426,3
0.048,0.744,0.373,3
0.512,0.666,0.786,4
0.762,0.96,0.536,0
0.506,0.062,0.262,2
0.483,0.634,0.796,4
0.065,0.777,0.428,3
0.327,0.032,0.299,2
0.374,0.083,0.283,2
0.051,0.832,0.463,3
0.523,0.113,0.35,2
0.474,0.726,0.76,4
0.493,0.679,0.878,4
0.726,0.942,0.549,0
0.366,0.055,0.319,2
0.497,0.71,0.746,4
0.126,0.78,0.423,3
0.688,0.901,0.502,0
0.274,0.088,0.279,2
0.487,0.651,0.799,4
0.469,0.67,0.823,4
0.093,0.779,0.395,3
0.691,1.017,0.522,1
0.775,0.973,0.561,0
0.363,0.082,0.23,2
0.556,0.667,0.786,4
0.402,0.023,0.386,2
0.035,0.77,0.444,3
0.52,0.128,0.288,2
0.532,0.724,0.793,4
0.429,0.062,0.306,2
0.484,0.044,0.21,2
0.506,0.068,0.273,2
0.485,0.034,0.332,2
0.757,0.984,0.488,1
0.041,0.744,0.406,3
0.721,0.993,0.544,1
0.726,1.002,0.544,1
0.477,0.69,0.802,4
0.703,0.949,0.616,0
0.531,0.696,0.876,4
0.577,0.68,0.86,4
0.414,0.667,0.783,4
0.385,0.141,0.279,2
0.448,0.708,0.826,4
0.364,0.072,0.312,2
0.131,0.83,0.483,3
0.476,0.046,0.293,2
0.075,0.787,0.435,3
0.46,0.013,0.302,2
0.445,0.108,0.335,2
0.445,0.098,0.245,2
0.066,0.709,0.454,3
0.685,0.996,0.504,1
0.024,0.783,0.471,3
0.509,0.033,0.335,2
0.701,0.975,0.464,1
0.421,0.001,0.275,2
0.377,0.037,0.278,2
0.505,0.072,0.331,2
0.059,0.732,0.413,3
0.551,0.633,0.841,4
0.561,0.638,0.864,4
0.697,1.025,0.505,1
0.458,0.773,0.875,4
0.707,0.988,0.543,1
0.415,0.116,0.296,2
0.673,0.997,0.627,0
0.571,0.699,0.766,4
0.533,0.157,0.26,2
0.744,0.995,0.543,1
0.71,1.012,0.523,1
0.536,0.093,0.202,2
0.496,0.097,0.329,2
0.524,0.056,0.334,2
0.559,0.741,0.817,4
0.504,0.69,0.843,4
0.538,0.801,0.893,4
0.521,0.009,0.293,2
0.507,0.041,0.288,2
0.426,0.062,0.196,2
0.582,0.7,0.801,4
0.121,0.808,0.444,3
0.711,0.991,0.486,1
0.064,0.742,0.424,3
0.091,0.792,0.407,3
0.394,0.068,0.277,2
0.083,0.789,0.429,3
0.487,0.707,0.82,4
0.355,0.07,0.312,2
0.381,0.023,0.314,2
0.747,0.998,0.523,1
0.751,0.958,0.546,0
0.364,0.728,0.808,4
0.676,0.996,0.546,1
0.552,0.198,0.313,2
0.011,0.821,0.392,3
0.411,0.055,0.282,2
0.496,0.74,0.853,4
0.519,0.067,0.216,2
0.369,0.082,0.296,2
0.504,0.088,0.277,2
0.514,0.655,0.907,4
0.379,0.069,0.278,2
0.506,0.635,0.842,4
0.004,0.81,0.394,3
0.748,0.978,0.551,0
0.384,0.069,0.348,2
0.51,0.696,0.783,4
0.404,0.064,0.304,2
0.519,0.13,0.227,2
0.096,0.774,0.45,3
0.147,0.781,0.47,3
0.473,0.633,0.76,4
0.008,0.81,0.48,3
0.407,0.052,0.365,2
0.758,0.907,0.523,0
0.491,0.021,0.199,2
0.541,0.596,0.868,4
0.764,0.905,0.512,0
0.395,0.117,0.27,2
0.462,0.125,0.278,2
0.401,0.017,0.326,2
0.094,0.78,0.486,3
0.083,0.758,0.421,3
0.36,0.14,0.245,2
0.523,0.1,0.261,2
0.477,0.102,0.261,2
0.046,0.74,0.408,3
0.596,0.026,0.261,2
0.506,0.065,0.239,2
0.057,0.814,0.447,3
0.748,0.969,0.49,1
0.793,1.018,0.588,0
0.513,0.085,0.278,2
0.494,0.651,0.84,4
0.434,0.068,0.289,2
0.444,0.73,0.849,4
0.551,0.003,0.234,2
0.806,1.038,0.53,1
0.487,0.03,0.249,2
0.397,0.684,0.808,4
0.513,0.123,0.224,2
0.471,0.023,0.345,2
0.722,0.953,0.541,0
0.493,0.081,0.325,2
0.457,0.121,0.306,2
0.059,0.817,0.432,3
0.354,0.068,0.276,2
0.487,0.046,0.225,2
0.466,0.658,0.77,4
0.496,0.664,0.799,4
0.464,0.65,0.717,4
0.667,1.006,0.554,1
0.068,0.774,0.406,3
0.508,0.67,0.819,4
0.063,0.723,0.433,3
0.023,0.765,0.469,3
0.5,0.106,0.212,2
0.581,0.074,0.28,2
0.492,0.049,0.271,2
0.698,0.947,0.522,0
0.688,0.994,0.475,1
0.792,0.923,0.552,0
0.764,0.921,0.52,0
0.725,1.048,0.533,1
0.394,0.01,0.266,2
0.092,0.786,0.405,3
0.416,0.007,0.225,2
0.085,0.759,0.467,3
0.49,0.641,0.818,4
0.079,0.824,0.529,3
0.743,0.946,0.523,0
0.485,0.63,0.84,4
0.395,0.052,0.306,2
0.4,0.075,0.364,2
0.473,0.671,0.833,4
0.092,0.745,0.49,3
0.047,0.816,0.448,3
0.479,0.673,0.809,4
0.027,0.844,0.4,3
0.496,0.637,0.83,4
0.743,0.944,0.602,0
0.482,0.066,0.334,2
0.496,0.006,0.263,2
0.71,0.925,0.612,0
0.081,0.784,0.438,3
0.377,0.071,0.256,2
0.471,0.042,0.324,2
0.358,0.078,0.278,2
0.549,0.633,0.761,4
0.709,0.953,0.544,0
0.685,0.954,0.523,0
0.372,0.065,0.315,2
0.023,0.794,0.45,3
0.716,0.956,0.497,1
0.106,0.734,0.492,3
0.455,0.658,0.801,4
0.446,0.07,0.265,2
0.464,0.674,0.826,4
0.503,0.043,0.254,2
0.038,0.832,0.446,3
0.12,0.74,0.394,3
0.444,0.726,0.794,4
0.535,0.6,0.833,4
0.538,0.033,0.205,2
0.72,1.012,0.565,1
0.515,0.066,0.245,2
0.432,0.061,0.195,2
0.377,0.037,0.327,2
0.511,0.12,0.243,2
0.354,0.038,0.296,2
0.733,0.961,0.53,0
0.745,0.997,0.568,0
0.527,0.109,0.23,2
0.519,0.66,0.811,4
0.019,0.785,0.416,3
0.497,0.673,0.825,4
0.523,0.659,0.858,4
0.773,0.979,0.482,1
0.549,0.756,0.832,4
0.341,0.101,0.338,2
0.441,0.696,0.71,4
0.402,0.086,0.307,2
0.518,0.054,0.263,2
0.476,0.714,0.831,4
0.469,0.076,0.259,2
0.521,0.028,0.296,2
0.431,0.056,0.268,2
0.026,0.775,0.424,3
0.001,0.77,0.53,3
0.72,1.003,0.564,1
0.07,0.732,0.399,3
0.409,0.054,0.296,2
0.47,0.727,0.746,4
0.499,0.022,0.271,2
0.05,0.721,0.45,3
0.336,0.098,0.274,2
0.357,0.161,0.227,2
0.605,0.691,0.788,4
0.085,0.857,0.445,3
0.493,0.71,0.797,4
0.506,0.702,0.772,4
0.707,1.015,0.522,1
0.071,0.724,0.448,3
0.524,0.753,0.806,4
0.127,0.781,0.452,3
0.545,0.093,0.271,2
0.377,0.02,0.314,2
0.731,1.01,0.623,0
0.484,0.007,0.348,2
0.056,0.794,0.431,3
0.396,0.09,0.262,2
0.543,0.01,0.242,2
0.096,0.813,0.389,3
0.077,0.883,0.363,3
0.572,0.697,0.781,4
0.507,0.728,0.817,4
0.535,0.641,0.779,4
0.07,0.835,0.37,3
0.736,1.086,0.493,1
0.747,0.925,0.499,0
0.358,0.039,0.23,2
0.497,0.648,0.839,4
0.554,0.648,0.8,4
0.554,0.046,0.263,2
0.747,0.999,0.566,0
0.736,0.958,0.499,1
0.081,0.819,0.397,3
0.518,0.08,0.247,2
0.409,0.058,0.288,2
0.463,0.085,0.271,2
0.506,0.636,0.764,4
0.733,0.996,0.555,1
0.081,0.751,0.471,3
0.77,0.954,0.56,0
0.694,1.009,0.583,1
0.142,0.762,0.423,3
0.049,0.811,0.42,3
0.456,0.003,0.283,2
0.427,0.11,0.243,2
0.06,0.76,0.348,3
0.506,0.064,0.178,2
0.777,0.964,0.496,1
0.375,0.044,0.274,2
0.017,0.868,0.481,3
0.488,0.595,0.807,4
0.427,0.131,0.274,2
0.461,0.662,0.797,4
0.458,0.162,0.246,2
0.679,1.046,0.488,1
0.591,0.1,0.264,2
0.687,0.946,0.551,0
0.734,0.952,0.58,0
0.008,0.78,0.486,3
0.474,0.694,0.825,4
0.689,0.938,0.566,0
0.746,0.971,0.571,0
0.111,0.723,0.481,3
0.671,1.009,0.57,1
0.536,0.154,0.303,2
0.588,0.051,0.287,2
0.517,0.63,0.823,4
0.507,0.018,0.279,2
0.464,0.101,0.221,2
0.73,0.964,0.607,0
0.799,1.045,0.529,1
0.375,0.068,0.256,2
0.331,0.053,0.319,2
0.404,0.079,0.274,2
0.122,0.81,0.411,3
0.091,0.741,0.433,3
0.09,0.874,0.427,3
0.528,0.654,0.753,4
0.507,0.037,0.261,2
0.547,0.631,0.789,4
0.371,0.135,0.244,2
0.807,0.997,0.509,1
0.335,0.075,0.367,2
0.424,0.061,0.216,2
0.717,0.984,0.602,0
0.446,0.713,0.831,4
0.464,0.635,0.854,4
