x,y,cluster
0.91,0.507,2
0.506,0.027,0
0.406,0.74,3
0.301,0.517,1
0.5,0.119,0
0.899,0.575,2
0.295,0.512,1
0.082,0.834,4
0.517,0.672,3
0.979,0.498,2
0.001,0.739,4
0.945,0.57,2
0.984,0.542,2
0.116,0.804,4
0.975,0.579,2
0.25,0.427,1
0.984,0.482,2
0.995,0.51,2
0.215,0.485,1
0.247,0.427,1
0.206,0.506,1
0.265,0.486,1
0.964,0.542,2
1.007,0.523,2
0.562,0.05,0
1.004,0.539,2
0.494,0.006,0
0.445,0.002,0
0.995,0.629,2
0.082,0.781,4
0.452,0.052,0
0.308,0.55,1
0.926,0.483,2
0.321,0.487,1
0.109,0.727,4
0.074,0.781,4
0.931,0.449,2
1.001,0.527,2
0.52,0.134,0
0.166,0.783,4
0.015,0.8,4
0.54,0.764,3
0.22,0.542,1
0.501,0.057,0
0.309,0.462,1
0.096,0.754,4
0.1,0.774,4
0.444,0.021,0
0.393,0.748,3
0.469,0.098,0
0.303,0.497,1
0.537,0.128,0
0.465,0.059,0
0.081,0.818,4
0.061,0.786,4
0.945,0.494,2
0.478,0.727,3
0.003,0.808,4
0.99,0.56,2
0.454,0.024,0
0.332,0.67,3
0.983,0.556,2
0.999,0.531,2
0.428,0.046,0
0.959,0.52,2
0.098,0.755,4
0.994,0.539,2
0.094,0.862,4
0.242,0.473,1
0.046,0.77,4
0.377,0.719,3
0.351,0.697,3
0.48,0.749,3
0.256,0.488,1
0.524,0.709,3
0.009,0.785,4
0.106,0.8,4
0.402,0.724,3
0.53,0.089,0
0.31,0.485,1
0.471,0.11,0
0.285,0.507,1
0.993,0.583,2
0.596,0.018,0
0.495,0.069,0
0.387,0.823,3
0.461,0.797,3
0.464,0.047,0
0.947,0.528,2
0.01,0.752,4
0.008,0.742,4
0.027,0.785,4
0.475,0.032,0
0.258,0.552,1
0.979,0.567,2
0.517,0.04,0
0.448,0.755,3
0.098,0.688,4
0.527,0.061,0
0.05,0.754,4
0.437,0.758,3
0.479,0.002,0
0.469,0.709,3
0.548,0.1,0
0.235,0.435,1
0.469,0.724,3
0.525,0.082,0
0.063,0.796,4
0.039,0.839,4
0.477,0.11,0
0.026,0.773,4
0.972,0.477,2
0.182,0.771,4
0.05,0.812,4
0.936,0.545,2
0.432,0.705,3
1.013,0.518,2
0.975,0.534,2
0.45,0.722,3
1.01,0.58,2
0.272,0.533,1
0.326,0.456,1
0.085,0.781,4
0.503,0.119,0
0.505,0.104,0
0.964,0.482,2
0.063,0.783,4
0.024,0.789,4
0.57,0.02,0
0.432,0.758,3
0.417,0.092,0
0.262,0.501,1
0.029,0.815,4
0.913,0.553,2
0.531,0.089,0
0.056,0.767,4
0.982,0.515,2
0.059,0.734,4
0.428,0.673,3
0.991,0.666,2
0.276,0.465,1
0.507,0.716,3
0.441,0.734,3
0.09,0.734,4
0.914,0.544,2
0.477,0.793,3
0.235,0.579,1
0.46,0.711,3
0.969,0.572,2
0.03,0.84,4
0.257,0.442,1
0.496,0.082,0
0.422,0.786,3
0.968,0.562,2
0.256,0.509,1
0.968,0.458,2
0.502,0.062,0
0.415,0.734,3
0.534,0.737,3
0.254,0.481,1
0.469,0.629,3
0.974,0.559,2
0.23,0.458,1
0.397,0.704,3
0.19,0.511,1
0.433,0.701,3
0.13,0.783,4
1.013,0.512,2
0.295,0.486,1
0.032,0.785,4
0.092,0.679,4
0.399,0.703,3
1.025,0.53,2
0.223,0.549,1
0.286,0.433,1
0.967,0.488,2
0.397,0.782,3
0.105,0.737,4
1.002,0.537,2
0.052,0.735,4
1.007,0.467,2
0.418,0.019,0
1.068,0.561,2
0.45,0.773,3
0.315,0.494,1
0.296,0.425,1
0.197,0.531,1
0.062,0.794,4
0.114,0.82,4
0.426,0.719,3
0.459,0.699,3
0.316,0.503,1
0.49,0.712,3
0.282,0.531,1
0.123,0.792,4
0.061,0.753,4
0.996,0.536,2
0.113,0.891,4
0.329,0.53,1
0.505,0.014,0
1.032,0.617,2
0.028,0.785,4
0.989,0.544,2
0.232,0.517,1
0.087,0.778,4
0.114,0.861,4
0.984,0.538,2
0.069,0.73,4
0.977,0.5,2
1.051,0.563,2
0.102,0.767,4
0.495,0.084,0
0.278,0.499,1
0.304,0.48,1
0.125,0.732,4
0.981,0.493,2
0.274,0.541,1
0.476,0.073,0
0.145,0.82,4
0.076,0.736,4
0.427,0.7,3
0.284,0.444,1
0.301,0.452,1
1.011,0.575,2
0.491,0.139,0
0.46,0.734,3
0.15,0.784,4
0.958,0.55,2
0.355,0.693,3
0.15,0.731,4
0.114,0.827,4
0.311,0.483,1
0.49,0.053,0
0.276,0.559,1
0.457,0.088,0
1.004,0.532,2
0.5,0.059,0
0.299,0.529,1
0.97,0.455,2
0.406,0.649,3
0.389,0.669,3
0.096,0.765,4
0.408,0.693,3
0.533,0.71,3
0.495,0.019,0
0.227,0.43,1
0.978,0.488,2
0.066,0.808,4
0.424,0.668,3
0.441,0.116,0
0.47,0.7,3
0.394,0.754,3
0.112,0.853,4
0.429,0.688,3
0.385,0.758,3
0.262,0.432,1
0.11,0.82,4
0.976,0.502,2
0.292,0.474,1
0.392,0.634,3
0.282,0.483,1
0.244,0.499,1
0.99,0.51,2
0.058,0.763,4
0.512,0.005,0
1.003,0.521,2
0.15,0.788,4
0.514,0.783,3
0.999,0.514,2
0.489,0.698,3
0.086,0.819,4
0.31,0.506,1
0.039,0.846,4
0.913,0.501,2
1.026,0.498,2
1,0.5,2
0.309,0.529,1
1.069,0.627,2
0.234,0.523,1
0.947,0.555,2
0.05,0.747,4
0.428,0.091,0
0.907,0.513,2
1.049,0.57,2
0.424,0.023,0
0.939,0.553,2
0.549,0.05,0
0.206,0.478,1
0.054,0.715,4
0.546,0.137,0
0.229,0.517,1
0.217,0.547,1
0.496,0.117,0
1.016,0.511,2
0.456,0.669,3
0.24,0.449,1
0.979,0.479,2
0.264,0.579,1
0.584,0.112,0
0.559,0.052,0
0.443,0.684,3
0.972,0.494,2
0.45,0.725,3
0.584,0.113,0
0.998,0.488,2
0.473,0.709,3
0.458,0.716,3
1.041,0.502,2
0.492,0.085,0
0.969,0.528,2
0.229,0.49,1
0.979,0.552,2
0.273,0.499,1
0.55,0.074,0
0.454,0.768,3
0.395,0.781,3
0.242,0.554,1
0.052,0.808,4
0.129,0.785,4
0.003,0.825,4
0.019,0.81,4
0.918,0.487,2
0.104,0.753,4
0.439,0.706,3
0.066,0.809,4
0.072,0.797,4
0.991,0.544,2
0.404,0.718,3
0.426,0.698,3
0.978,0.503,2
0.291,0.479,1
0.038,0.799,4
0.987,0.566,2
0.51,0.067,0
0.993,0.556,2
0.08,0.652,4
0.387,0.695,3
0.232,0.406,1
1.004,0.507,2
0.535,0.085,0
0.478,0.064,0
0.27,0.509,1
0.422,0.703,3
0.512,0.088,0
0.982,0.532,2
0.253,0.507,1
0.343,0.479,1
0.964,0.565,2
0.486,0.024,0
0.123,0.792,4
0.023,0.89,4
0.499,0.042,0
0.047,0.823,4
0.346,0.733,3
0.95,0.561,2
0.409,0.675,3
0.46,0.733,3
1.025,0.522,2
0.046,0.688,4
0.952,0.616,2
0.443,0.682,3
0.396,0.677,3
0.014,0.771,4
0.495,0.108,0
0.151,0.77,4
0.91,0.578,2
0.092,0.734,4
0.474,0.012,0
1.008,0.507,2
1.019,0.483,2
0.047,0.785,4
0.444,0.095,0
0.386,0.724,3
0.263,0.486,1
0.496,0.7,3
0.273,0.47,1
1.08,0.514,2
0.522,0.034,0
0.271,0.467,1
0.455,0.074,0
0.949,0.516,2
0.948,0.548,2
0.94,0.568,2
0.293,0.459,1
0.256,0.517,1
0.394,0.699,3
0.464,0.036,0
0.957,0.535,2
1.018,0.523,2
0.368,0.729,3
1.04,0.607,2
1.034,0.507,2
0.026,0.747,4
0.283,0.515,1
1.031,0.538,2
0.321,0.561,1
0.172,0.537,1
0.262,0.512,1
0.211,0.507,1
0.198,0.476,1
0.439,0.811,3
0.234,0.555,1
0.454,0.741,3
0.408,0.726,3
0.471,0.73,3
0.406,0.768,3
0.469,0.164,0
0.509,0.052,0
0.483,0.73,3
0.393,0.659,3
0.281,0.453,1
0.492,0.023,0
0.037,0.691,4
0.446,0.667,3
0.407,0.744,3
0.293,0.418,1
0.941,0.548,2
0.462,0.038,0
0.277,0.591,1
0.4,0.754,3
0.53,0.712,3
0.935,0.569,2
0.465,0.781,3
0.068,0.856,4
0.273,0.5,1
0.598,0.072,0
0.517,0.089,0
0.519,0.068,0
0.262,0.46,1
0.42,0.733,3
0.937,0.566,2
1.022,0.543,2
0.083,0.717,4
0.541,0.084,0
0.971,0.539,2
0.131,0.775,4
0.276,0.436,1
0.998,0.541,2
0.531,0.097,0
0.268,0.577,1
0.976,0.491,2
0.128,0.74,4
0.565,0.011,0
0.263,0.479,1
0.265,0.524,1
0.95,0.592,2
0.286,0.424,1
0.993,0.561,2
0.105,0.819,4
0.134,0.787,4
0.979,0.476,2
0.309,0.502,1
0.965,0.552,2
0.398,0.054,0
0.461,0.065,0
0.382,0.808,3
0.455,0.69,3
0.076,0.821,4
0.471,0.704,3
0.104,0.776,4
0.405,0.744,3
0.213,0.464,1
0.089,0.769,4
0.479,0.762,3
0.293,0.463,1
0.247,0.434,1
0.433,0.731,3
0.121,0.767,4
0.996,0.467,2
0.477,0.759,3
0.041,0.8,4
0.09,0.729,4
0.906,0.592,2
0.147,0.719,4
0.543,0.048,0
0.473,0.038,0
0.345,0.487,1
0.512,0.085,0
0.388,0.74,3
0.446,0.747,3
0.287,0.487,1
0.498,0.109,0
1.008,0.565,2
1.023,0.538,2
0.101,0.757,4
0.375,0.717,3
0.424,0.764,3
0.251,0.524,1
0.498,0.094,0
0.573,0.028,0
1.012,0.562,2
0.251,0.467,1
0.088,0.738,4
0.449,0.724,3
0.175,0.707,4
0.381,0.77,3
0.422,0.638,3
0.14,0.802,4
0.197,0.514,1
0.528,0.765,3
0.403,0.683,3
0.476,0.728,3
0.494,0.686,3
0.532,0.144,0
0.111,0.74,4
0.282,0.486,1
0.48,0.079,0
0.524,0,0
1.033,0.574,2
0.445,0.777,3
0.524,0.105,0
0.483,0.808,3
0.463,0.057,0
0.178,0.785,4
0.474,0.074,0
0.984,0.573,2
0.092,0.829,4
0.466,0.75,3
0.949,0.495,2
0.278,0.454,1
0.462,0.706,3
0.488,0.103,0
0.996,0.521,2
0.258,0.492,1
0.91,0.505,2
0.431,0.631,3
0.013,0.727,4
0.24,0.488,1
0.259,0.523,1
0.446,0.779,3
0.985,0.545,2
1.014,0.526,2
0.528,0.056,0
0.513,0.087,0
0.226,0.457,1
0.471,0.038,0
0.336,0.569,1
0.092,0.707,4
0.036,0.809,4
0.995,0.458,2
0.041,0.831,4
0.471,0.799,3
0.474,0.104,0
1.091,0.523,2
0.481,0.737,3
0.26,0.551,1
0.182,0.537,1
0.573,0.107,0
0.328,0.547,1
0.257,0.491,1
0.972,0.544,2
0.509,0.702,3
0.178,0.765,4
0.407,0.673,3
0.242,0.531,1
0.386,0.77,3
0.263,0.51,1
0.99,0.524,2
0.489,0.022,0
0.553,0.053,0
0.323,0.534,1
0.188,0.796,4
0.092,0.845,4
0.468,0.089,0
0.459,0.707,3
0.478,0.769,3
0.273,0.494,1
0.247,0.472,1
0.963,0.527,2
0.07,0.763,4
1.022,0.431,2
0.986,0.499,2
0.268,0.449,1
0.519,0.071,0
0.462,0.661,3
0.036,0.867,4
0.187,0.474,1
0.063,0.842,4
0.454,0.003,0
0.406,0.731,3
0.428,0.717,3
0.511,0.069,0
0.466,0.784,3
0.102,0.774,4
0.403,0.693,3
0.123,0.733,4
0.418,0.72,3
0.479,0.048,0
0.982,0.565,2
0.423,0.766,3
0.352,0.698,3
0.433,0.067,0
0.479,0.712,3
0.416,0.778,3
0.297,0.549,1
0.282,0.52,1
0.945,0.552,2
0.415,0.743,3
0.431,0.701,3
0.463,0.113,0
1.018,0.548,2
0.468,0.699,3
0.053,0.686,4
0.455,0.75,3
0.337,0.497,1
0.968,0.571,2
0.459,0.769,3
0.975,0.554,2
1.03,0.538,2
0.459,0.72,3
0.383,0.66,3
0.456,0.112,0
0.095,0.771,4
0.99,0.593,2
0.428,0.69,3
0.427,0.091,0
0.101,0.785,4
1.034,0.53,2
0.22,0.519,1
0.189,0.794,4
0.454,0.751,3
0.302,0.52,1
0.961,0.527,2
0.318,0.424,1
0.037,0.777,4
1,0.615,2
0.149,0.804,4
0.548,0.075,0
0.49,0.02,0
0.497,0.104,0
0.951,0.545,2
0.509,0.012,0
0.966,0.548,2
0.988,0.543,2
0.225,0.407,1
0.255,0.482,1
0.049,0.753,4
0.246,0.524,1
0.09,0.807,4
0.299,0.421,1
0.548,0.117,0
0.968,0.497,2
0.439,0.052,0
0.253,0.486,1
0.048,0.741,4
1.053,0.509,2
0.483,0.751,3
0.939,0.632,2
0.527,0.086,0
0.469,0.084,0
0.523,0.049,0
0.544,0.031,0
0.282,0.534,1
0.337,0.462,1
0.253,0.477,1
0.07,0.654,4
0.949,0.539,2
0.965,0.517,2
0.958,0.533,2
0.347,0.464,1
0.402,0.793,3
0.478,0.074,0
0.471,0.682,3
0.122,0.709,4
0.039,0.706,4
1.046,0.546,2
0.001,0.846,4
1.025,0.596,2
0.483,0.083,0
1.045,0.544,2
0.437,0.682,3
0.506,0.077,0
0.461,0.047,0
0.517,0.15,0
0.49,0.127,0
0.442,0.715,3
0.463,0.735,3
0.988,0.57,2
0.206,0.464,1
0.465,0.762,3
1.046,0.512,2
0.477,0.005,0
0.918,0.523,2
0.488,0.112,0
0.119,0.765,4
1.018,0.546,2
0.009,0.787,4
0.372,0.765,3
1.032,0.609,2
0.224,0.467,1
1.068,0.49,2
0.307,0.505,1
0.472,0.093,0
0.511,0.099,0
0.023,0.746,4
0.496,0.061,0
0.996,0.51,2
0.507,0.092,0
0.575,0.009,0
0.146,0.802,4
0.257,0.476,1
0.533,0.176,0
0.102,0.845,4
0.289,0.486,1
0.941,0.535,2
0.294,0.446,1
0.422,0.736,3
0.283,0.413,1
0.232,0.384,1
0.452,0.108,0
0.553,0.04,0
0.291,0.445,1
1.049,0.514,2
0.07,0.818,4
0.067,0.795,4
0.487,0.706,3
0.294,0.496,1
0.446,0.825,3
0.02,0.77,4
0.27,0.514,1
0.015,0.77,4
0.075,0.773,4
0.982,0.493,2
0.062,0.738,4
0.136,0.793,4
0.06,0.772,4
0.245,0.457,1
0.252,0.477,1
0.358,0.697,3
0.497,0.057,0
0.917,0.461,2
0.444,0.11,0
0.278,0.461,1
0.103,0.747,4
0.137,0.762,4
0.507,0.076,0
0.974,0.526,2
0.986,0.543,2
0.436,0.017,0
0.084,0.804,4
1.041,0.607,2
0.046,0.799,4
0.992,0.531,2
0.41,0.142,0
1.018,0.457,2
0.932,0.506,2
0.078,0.795,4
0.418,0.786,3
0.447,0.689,3
0.39,0.708,3
0.963,0.65,2
0.99,0.485,2
0.561,0.011,0
0.991,0.585,2
0.406,0.68,3
0.466,0.697,3
0.421,0.047,0
0.424,0.766,3
0.29,0.521,1
0.472,0.123,0
0.366,0.771,3
0.542,0.05,0
0.295,0.506,1
0.93,0.476,2
0.974,0.538,2
0.027,0.713,4
0.205,0.486,1
1.004,0.555,2
0.292,0.41,1
0.055,0.796,4
0.251,0.447,1
0.926,0.499,2
0.319,0.474,1
0.969,0.497,2
0.309,0.485,1
0.377,0.443,1
0.102,0.771,4
0.274,0.487,1
0.437,0.739,3
0.121,0.806,4
0.097,0.751,4
0.464,0.671,3
0.457,0.686,3
0.431,0.738,3
0.968,0.547,2
1.007,0.571,2
0.089,0.714,4
0.057,0.796,4
0.039,0.778,4
0.46,0.046,0
0.553,0.046,0
0.499,0.106,0
0.964,0.549,2
0.072,0.775,4
0.062,0.727,4
0.52,0.135,0
0.223,0.471,1
0.45,0.664,3
0.042,0.748,4
0.979,0.513,2
0.436,0.039,0
0.517,0.05,0
1.014,0.522,2
0.511,0.087,0
1.031,0.541,2
0.483,0.047,0
0.352,0.544,1
0.537,0.042,0
0.484,0.052,0
0.417,0.74,3
0.513,0.039,0
0.423,0.703,3
0.485,0.796,3
1.002,0.423,2
0.034,0.795,4
0.142,0.739,4
0.45,0.728,3
0.474,0.681,3
0.091,0.817,4
0.087,0.704,4
1.043,0.509,2
0.456,0.681,3
0.096,0.758,4
1.04,0.607,2
0.243,0.49,1
0.937,0.488,2
0.06,0.714,4
0.483,0.084,0
0.494,0.102,0
0.504,0.078,0
0.516,0.114,0
0.43,0.717,3
0.037,0.732,4
0.472,0.076,0
0.291,0.494,1
0.44,0.662,3
0.559,0.132,0
0.29,0.554,1
0.962,0.539,2
0.557,0.102,0
1.01,0.574,2
0.43,0.78,3
0.552,0.033,0
0.218,0.479,1
0.137,0.825,4
0.092,0.778,4
0.472,0.004,0
0.322,0.496,1
0.036,0.785,4
0.955,0.594,2
0.455,0.738,3
0.975,0.579,2
0.501,0.065,0
0.476,0.79,3
0.073,0.818,4
0.38,0.712,3
0.474,0.706,3
0.57,0.087,0
0.456,0.105,0
0.243,0.546,1
0.946,0.513,2
0.047,0.746,4
1.046,0.592,2
0.395,0.781,3
0.419,0.754,3
0.098,0.866,4
0.449,0.759,3
0.252,0.523,1
1.008,0.524,2
0.535,0.003,0
0.294,0.442,1
0.458,0.722,3
1.03,0.528,2
1.043,0.492,2
0.274,0.529,1
0.484,0.026,0
0.47,0.061,0
0.427,0.756,3
0.391,0.733,3
1.004,0.502,2
0.27,0.497,1
1.056,0.519,2
0.53,0.004,0
0.148,0.833,4
0.121,0.863,4
0.487,0.092,0
0.468,0.767,3
0.422,0.096,0
1.002,0.424,2
0.053,0.744,4
0.124,0.74,4
0.038,0.769,4
0.094,0.789,4
0.271,0.54,1
0.05,0.769,4
0.488,0.769,3
0.066,0.78,4
0.248,0.449,1
0.464,0.788,3
0.567,0.012,0
0.963,0.495,2
0.991,0.499,2
0.943,0.497,2
0.437,0.741,3
0.334,0.499,1
0.937,0.589,2
0.095,0.752,4
0.487,0.693,3
0.063,0.811,4
0.99,0.538,2
0.06,0.808,4
0.965,0.583,2
0.54,0.117,0
0.009,0.759,4
1.029,0.475,2
1.024,0.526,2
0.484,0.038,0
0.277,0.525,1
0.107,0.845,4
0.498,0.113,0
0.103,0.828,4
0.241,0.491,1
0.948,0.533,2
0.247,0.517,1
0.95,0.551,2
0.508,0.044,0
0.263,0.447,1
0.307,0.549,1
0.182,0.53,1
0.211,0.464,1
0.093,0.852,4
0.394,0.065,0
0.259,0.508,1
0.092,0.684,4
0.257,0.48,1
0.102,0.8,4
0.03,0.78,4
0.921,0.493,2
0.502,0.082,0
0.062,0.73,4
0.528,0.031,0
0.085,0.733,4
0.249,0.541,1
0.332,0.552,1
0.416,0.749,3
0.457,0.77,3
0.09,0.736,4
0.447,0.045,0
0.087,0.706,4
0.096,0.836,4
0.496,0.011,0
0.48,0.075,0
0.064,0.775,4
0.481,0.078,0
0.378,0.697,3
0.501,0.01,0
0.221,0.48,1
0.271,0.444,1
0.054,0.773,4
0.066,0.771,4
0.267,0.479,1
0.997,0.556,2
0.45,0.065,0
1,0.467,2
0.93,0.55,2
0.397,0.694,3
0.447,0.714,3
0.531,0.07,0
1.023,0.535,2
0.196,0.495,1
0.32,0.549,1
0.113,0.802,4
0.991,0.55,2
0.981,0.484,2
0.021,0.77,4
0.441,0.706,3
0.481,0.738,3
0.492,0.647,3
0.248,0.441,1
0.505,0.094,0
1.073,0.561,2
0.466,0.026,0
0.958,0.539,2
0.945,0.53,2
0.073,0.786,4
0.902,0.481,2
0.421,0.084,0
0.494,0.683,3
0.006,0.825,4
0.435,0.685,3
0.463,0.806,3
0.027,0.849,4
0.516,0.176,0
0.39,0.736,3
0.349,0.431,1
0.367,0.436,1
0.963,0.546,2
0.076,0.736,4
0.503,0.067,0
0.286,0.54,1
0.561,0.125,0
0.961,0.568,2
0.476,0.057,0
0.304,0.528,1
0.511,0.736,3
0.237,0.483,1
0.265,0.455,1
0.385,0.644,3
0.048,0.733,4
0.482,0.005,0
0.986,0.534,2
0.449,0.807,3
0.245,0.559,1
0.103,0.827,4
0.468,0.127,0
0.484,0.076,0
0.226,0.585,1
0.565,0.082,0
0.125,0.775,4
0.252,0.483,1
0.443,0.8,3
0.28,0.535,1
0.954,0.608,2
0.923,0.541,2
0.36,0.533,1
0.407,0.723,3
0.155,0.805,4
0.53,0.039,0
1.016,0.572,2
0.214,0.418,1
1.081,0.481,2
0.425,0.737,3
0.109,0.811,4
0.264,0.523,1
0.032,0.775,4
0.048,0.766,4
0.276,0.445,1
0.113,0.774,4
0.054,0.73,4
0.284,0.544,1
0.959,0.513,2
0.099,0.756,4
0.232,0.533,1
0.226,0.542,1
1.063,0.546,2
0.954,0.5,2
0.292,0.506,1
0.978,0.551,2
0.424,0.065,0
0.477,0.743,3
0.431,0.033,0
0.054,0.804,4
0.022,0.81,4
0.969,0.571,2
0.14,0.81,4
0.065,0.805,4
0.496,0.703,3
0.483,0.047,0
0.51,0.117,0
0.541,0.084,0
0.549,0.075,0
0.284,0.491,1
0.243,0.525,1
0.509,0.751,3
0.952,0.499,2
0.116,0.825,4
0.933,0.519,2
0.432,0.72,3
0.995,0.543,2
0.372,0.765,3
0.296,0.483,1
0.563,0.074,0
0.266,0.55,1
0.411,0.737,3
0.448,0.106,0
0.472,0.099,0
0.49,0.065,0
0.394,0.764,3
0.44,0.771,3
0.482,0.772,3
0.083,0.795,4
0.06,0.794,4
0.3,0.453,1
0.461,0.736,3
0.126,0.798,4
0.61,0.042,0
0.267,0.495,1
0.24,0.469,1
0.064,0.737,4
0.236,0.46,1
0.297,0.487,1
0.074,0.752,4
0.441,0.755,3
1.005,0.471,2
0.286,0.437,1
0.247,0.531,1
0.973,0.574,2
0.49,0.669,3
0.517,0.101,0
0.228,0.523,1
0.367,0.708,3
0.225,0.486,1
0.115,0.812,4
0.546,0.11,0
0.558,0.075,0
1.002,0.532,2
0.962,0.543,2
0.537,0.1,0
0.942,0.512,2
0.014,0.774,4
0.085,0.758,4
0.231,0.502,1
0.498,0.744,3
0.449,0.724,3
0.946,0.485,2
0.997,0.49,2
0.459,0.698,3
0.497,0.083,0
0.282,0.458,1
0.431,0.105,0
1.004,0.623,2
0.501,0.062,0
0.408,0.729,3
0.889,0.535,2
1.028,0.543,2
0.973,0.5,2
0.466,0.084,0
0.394,0.682,3
0.079,0.726,4
0.567,0.136,0
0.019,0.831,4
0.474,0.127,0
0.458,0.667,3
0.991,0.518,2
0.412,0.818,3
0.279,0.485,1
0.513,0.084,0
0.431,0.704,3
0.067,0.791,4
0.156,0.468,1
0.465,0.657,3
0.278,0.505,1
0.524,0.104,0
0.036,0.764,4
0.047,0.804,4
0.473,0.757,3
0.093,0.77,4
1.034,0.518,2
0.437,0.719,3
1.033,0.502,2
0.071,0.817,4
0.423,0.762,3
0.496,0.046,0
1.006,0.446,2
0.428,0.74,3
0.447,0.784,3
0.1,0.786,4
0.892,0.565,2
0.093,0.738,4
0.51,0.201,0
0.454,0.098,0
0.069,0.777,4
0.047,0.761,4
0.414,0.662,3
0.386,0.793,3
0.374,0.481,1
0.037,0.772,4
0.469,0.099,0
0.068,0.772,4
0.456,0.112,0
0.973,0.501,2
0.892,0.489,2
0.978,0.569,2
0.003,0.761,4
0.947,0.516,2
0.513,0.116,0
0.403,0.754,3
0.112,0.767,4
0.425,0.726,3
1.015,0.559,2
0.223,0.476,1
0.979,0.606,2
0.269,0.507,1
0.464,0.122,0
0.394,0.789,3
0.252,0.536,1
0.262,0.469,1
0.497,0.061,0
0.431,0.713,3
0.393,0.746,3
0.971,0.528,2
0.022,0.783,4
1.001,0.533,2
0.061,0.781,4
0.46,0.119,0
0.475,0.716,3
0.53,0.017,0
0.927,0.564,2
0.405,0.079,0
0.377,0.736,3
0.043,0.766,4
0.106,0.725,4
0.292,0.508,1
0.959,0.528,2
0.203,0.534,1
0.227,0.422,1
0.477,0.72,3
0.238,0.57,1
0.513,0.1,0
0.524,0.068,0
0.481,0.011,0
0.465,0.091,0
0.426,0.72,3
0.399,0.667,3
0.466,0.763,3
0.433,0.73,3
0.953,0.642,2
0.053,0.695,4
0.278,0.521,1
0.088,0.789,4
1.004,0.561,2
0.273,0.502,1
0.271,0.572,1
0.18,0.452,1
0.43,0.05,0
0.478,0.688,3
0.524,0.706,3
0.512,0.097,0
0.506,0.014,0
0.509,0.069,0
0.345,0.491,1
1.063,0.499,2
0.305,0.542,1
0.418,0.633,3
0.496,0.08,0
0.976,0.461,2
0.492,0.001,0
1.013,0.563,2
0.315,0.577,1
0.135,0.784,4
0.961,0.571,2
0.475,0.773,3
0.962,0.518,2
0.946,0.557,2
0.111,0.748,4
0.279,0.573,1
0.067,0.739,4
0.398,0.717,3
0.111,0.768,4
0.99,0.47,2
0.011,0.744,4
0.528,0.111,0
0.488,0.051,0
0.453,0.686,3
0.946,0.544,2
0.187,0.843,4
0.431,0.704,3
0.556,0.012,0
0.464,0.002,0
0.497,0.078,0
0.453,0.693,3
0.219,0.506,1
0.917,0.539,2
0.119,0.765,4
0.209,0.758,4
0.503,0.126,0
0.461,0.688,3
0.273,0.508,1
0.539,0.094,0
0.554,0.057,0
1.052,0.55,2
0.048,0.756,4
0.288,0.58,1
0.445,0.753,3
0.963,0.561,2
0.473,0.734,3
0.061,0.79,4
1.02,0.598,2
0.395,0.686,3
0.092,0.738,4
0.451,0.036,0
0.251,0.468,1
0.986,0.571,2
0.538,0.032,0
0.455,0.705,3
0.923,0.548,2
0.253,0.503,1
0.965,0.603,2
0.256,0.553,1
0.236,0.495,1
0.967,0.491,2
0.288,0.446,1
0.235,0.421,1
0.458,0.685,3
0.493,0.074,0
0.272,0.53,1
0.066,0.815,4
0.502,0.102,0
0.42,0.632,3
0.293,0.458,1
0.058,0.775,4
0.925,0.5,2
0.499,0.045,0
0.195,0.485,1
0.326,0.545,1
0.57,0.082,0
0.562,0.07,0
0.116,0.782,4
0.471,0.032,0
0.945,0.504,2
0.356,0.731,3
0.4,0.032,0
0.497,0.753,3
0.353,0.578,1
0.374,0.713,3
0.253,0.455,1
0.069,0.789,4
0.271,0.519,1
0.133,0.856,4
0.098,0.845,4
0.49,0.064,0
0.548,0.065,0
0.497,0.086,0
1.036,0.54,2
0.442,0.051,0
0.275,0.445,1
0.477,0.148,0
0.528,0.746,3
0.031,0.811,4
0.412,0.727,3
0.963,0.521,2
0.111,0.791,4
0.483,0.121,0
0.998,0.503,2
0.482,0.083,0
0.995,0.572,2
0.372,0.756,3
0.037,0.784,4
0.911,0.524,2
0.169,0.747,4
0.403,0.735,3
0.414,0.723,3
0.379,0.711,3
0.21,0.541,1
0.967,0.553,2
0.304,0.55,1
0.384,0.764,3
0.02,0.762,4
0.314,0.487,1
0.438,0.647,3
0.516,0.053,0
0.297,0.527,1
0.436,0.715,3
0.266,0.449,1
0.309,0.435,1
0.316,0.508,1
0.065,0.76,4
0.467,0.664,3
0.338,0.694,3
0.325,0.464,1
0.107,0.734,4
0.495,0.035,0
0.482,0.82,3
0.926,0.471,2
1.006,0.57,2
0.415,0.041,0
0.25,0.544,1
0.047,0.762,4
0.287,0.434,1
0.224,0.57,1
0.52,0.087,0
0.278,0.471,1
1.022,0.483,2
0.472,0.776,3
0.512,0.026,0
0.205,0.505,1
0.958,0.526,2
0.536,0.104,0
0.511,0.083,0
0.287,0.519,1
0.986,0.512,2
0.466,0.004,0
0.292,0.484,1
0.446,0.726,3
0.24,0.527,1
0.491,0.806,3
0.996,0.59,2
0.433,0.095,0
0.452,0.07,0
0.388,0.72,3
0.563,0.032,0
0.464,0.05,0
0.438,0.09,0
0.476,0.103,0
0.358,0.765,3
0.291,0.439,1
1.006,0.56,2
0.493,0.686,3
0.445,0.755,3
0.52,0.11,0
