x,y,cluster
0.996,0.544,3
0.481,0.006,0
0.242,0.529,2
0.449,0.029,0
0.515,0.068,0
0.969,0.542,3
0.254,0.486,2
0.064,0.8,1
0.22,0.568,2
0.077,0.738,1
0.989,0.472,3
0.103,0.754,1
0.371,0.748,4
0.294,0.526,2
0.274,0.478,2
0.975,0.533,3
0.495,0.057,0
0.55,0.11,0
0.456,0.089,0
0.512,0.114,0
0.51,0.046,0
0.414,0.044,0
0.012,0.732,1
0.508,0.092,0
0.046,0.768,1
0.034,0.754,1
0.244,0.554,2
0.219,0.473,2
0.941,0.562,3
0.423,0.085,0
0.257,0.546,2
0.969,0.55,3
0.477,0.092,0
0.424,0.713,4
0.094,0.799,1
0.556,0.002,0
0.457,0.714,4
0.485,0.115,0
0.335,0.541,2
0.461,0.008,0
0.5,0.023,0
0.967,0.547,3
0.265,0.468,2
0.083,0.742,1
0.048,0.746,1
0.063,0.701,1
0.951,0.522,3
0.351,0.503,2
0.213,0.516,2
0.966,0.58,3
0.359,0.692,4
0.242,0.414,2
0.107,0.813,1
0.856,0.549,3
0.462,0.074,0
0.109,0.71,1
0.908,0.592,3
0.093,0.791,1
0.111,0.858,1
0.305,0.508,2
0.438,0.735,4
0.464,0.108,0
1.063,0.546,3
0.579,0.018,0
0.987,0.488,3
0.526,0.01,0
1.004,0.552,3
0.445,0.005,0
1.051,0.57,3
0.243,0.513,2
0.506,0.095,0
0.993,0.569,3
0.445,0.718,4
0.394,0.668,4
0.083,0.755,1
0.353,0.702,4
0.289,0.483,2
0.097,0.774,1
0.044,0.844,1
0.292,0.539,2
0.415,0.744,4
0.948,0.53,3
0.452,0.745,4
0.303,0.507,2
0.985,0.509,3
0.101,0.689,1
0.29,0.537,2
0.53,0.071,0
0.469,0.052,0
0.45,0.697,4
0.453,0.073,0
0.457,0.703,4
0.976,0.548,3
0.926,0.585,3
0.275,0.527,2
0.284,0.466,2
0.011,0.813,1
0.174,0.71,1
0.528,0.124,0
0.935,0.561,3
0.024,0.761,1
0.33,0.449,2
0.986,0.559,3
0.381,0.749,4
0.941,0.445,3
0.198,0.494,2
0.516,0.063,0
0.042,0.733,1
0.462,0.738,4
0.209,0.76,1
0.433,0.718,4
0.466,0.727,4
0.319,0.383,2
0.396,0.766,4
0.434,0.723,4
0.275,0.434,2
0.551,0.118,0
0.456,0.692,4
0.163,0.821,1
0.53,0.122,0
0.367,0.53,2
0.087,0.82,1
0.378,0.765,4
0.493,0.037,0
0.92,0.605,3
0.136,0.749,1
0.29,0.532,2
0.297,0.442,2
0.501,0.055,0
0.3,0.44,2
0.934,0.513,3
0.354,0.486,2
0.077,0.807,1
0.084,0.817,1
0.562,0.074,0
0.937,0.521,3
0.01,0.817,1
0.071,0.785,1
0.5,0.097,0
0.256,0.475,2
0.444,0.833,4
0.284,0.453,2
0.911,0.523,3
0.973,0.5,3
0.101,0.814,1
0.044,0.724,1
0.442,0.677,4
0.247,0.439,2
0.094,0.814,1
0.445,0.72,4
0.938,0.439,3
0.912,0.577,3
0.53,0.066,0
0.471,0.722,4
0.002,0.733,1
1.033,0.467,3
0.583,0.067,0
0.074,0.785,1
0.499,0.059,0
0.258,0.433,2
0.524,0.048,0
0.996,0.531,3
0.556,0.136,0
0.084,0.79,1
0.945,0.58,3
0.064,0.759,1
0.474,0.703,4
1.052,0.568,3
1.026,0.541,3
0.504,0.691,4
0.221,0.447,2
0.221,0.489,2
0.501,0.137,0
0.476,0.721,4
0.11,0.754,1
0.254,0.473,2
0.262,0.503,2
0.455,0.033,0
0.978,0.595,3
0.177,0.86,1
0.254,0.44,2
0.338,0.517,2
0.314,0.54,2
0.486,0.749,4
0.247,0.48,2
0.263,0.489,2
0.471,0.088,0
0.503,0.099,0
0.072,0.726,1
0.525,0.116,0
0.093,0.767,1
0.247,0.53,2
0.45,0.736,4
0.277,0.481,2
0.276,0.468,2
0.882,0.468,3
0.972,0.602,3
0.059,0.76,1
0.145,0.745,1
0.406,0.791,4
0.252,0.484,2
0.093,0.747,1
0.273,0.502,2
0.296,0.501,2
0.105,0.761,1
0.945,0.512,3
0.999,0.56,3
0.448,0.728,4
0.978,0.582,3
0.233,0.488,2
0.427,0.807,4
0.13,0.772,1
0.527,0.118,0
0.382,0.703,4
0.924,0.501,3
0.312,0.465,2
0.123,0.795,1
0.225,0.425,2
0.232,0.493,2
0.884,0.516,3
0.345,0.527,2
0.572,0.08,0
0.309,0.511,2
0.445,0.817,4
0.437,0.664,4
0.06,0.843,1
0.964,0.511,3
1.004,0.542,3
0.106,0.778,1
0.377,0.678,4
0.352,0.458,2
0.078,0.702,1
0.957,0.516,3
0.553,0.056,0
0.092,0.71,1
0.965,0.53,3
0.981,0.579,3
0.459,0.737,4
0.413,0.74,4
0.281,0.451,2
0.997,0.575,3
0.993,0.533,3
0.555,0.073,0
0.488,0.073,0
0.236,0.558,2
0.976,0.55,3
0.45,0.743,4
0.099,0.74,1
0.964,0.547,3
0.526,0.738,4
0.056,0.776,1
0.116,0.734,1
0.298,0.563,2
0.983,0.527,3
0.451,0.113,0
0.355,0.529,2
0.973,0.531,3
0.196,0.522,2
0.45,0.753,4
0.949,0.562,3
0.541,0.055,0
0.057,0.796,1
0.273,0.495,2
0.351,0.445,2
0.493,0.098,0
0.94,0.478,3
1.031,0.546,3
0.457,0.711,4
0.964,0.549,3
0.263,0.548,2
0.44,0.68,4
0.235,0.497,2
1.033,0.582,3
1.033,0.465,3
0.076,0.745,1
0.421,0.779,4
0.97,0.449,3
0.396,0.725,4
0.268,0.526,2
0.475,0.808,4
0.426,0.764,4
0.322,0.485,2
0.958,0.547,3
0.052,0.742,1
0.385,0.764,4
0.462,0.701,4
0.37,0.437,2
0.988,0.639,3
0.943,0.583,3
0.079,0.841,1
0.265,0.522,2
0.41,0.091,0
0.042,0.775,1
1.011,0.531,3
0.579,0.075,0
0.083,0.761,1
0.058,0.726,1
0.061,0.794,1
0.169,0.475,2
0.409,0.747,4
0.964,0.582,3
0.296,0.508,2
0.481,0.773,4
0.51,0.705,4
0.473,0.744,4
0.098,0.753,1
1.011,0.537,3
0.504,0.761,4
0.466,0.114,0
0.457,0.089,0
0.069,0.729,1
0.052,0.795,1
0.401,0.72,4
0.418,0.738,4
0.078,0.821,1
0.224,0.515,2
0.483,0.786,4
0.21,0.484,2
0.573,0.156,0
0.339,0.475,2
0.526,0.089,0
1.025,0.551,3
0.08,0.836,1
0.97,0.583,3
0.494,0.064,0
0.558,0.114,0
0.042,0.774,1
0.97,0.515,3
0,0.82,1
0.132,0.79,1
0.079,0.78,1
0.482,0.038,0
0.42,0.065,0
0.405,0.703,4
0.071,0.75,1
0.465,0.104,0
0.316,0.486,2
1.007,0.602,3
0.01,0.798,1
1.004,0.507,3
0.422,0.731,4
0.255,0.452,2
0.422,0.686,4
0.247,0.457,2
0.366,0.745,4
0.462,0.102,0
0.291,0.536,2
0.31,0.467,2
0.114,0.795,1
0.958,0.51,3
0.992,0.498,3
0.271,0.459,2
0.941,0.572,3
0.137,0.808,1
0.51,0.062,0
0.43,0.717,4
0.299,0.519,2
0.518,0.071,0
1.025,0.519,3
0.268,0.458,2
0.108,0.757,1
1.027,0.562,3
0.503,0.167,0
1.051,0.55,3
0.953,0.556,3
0.46,0.083,0
0.523,0.115,0
0.442,0.686,4
1.088,0.589,3
0.104,0.727,1
0.428,0.757,4
0.075,0.785,1
1.006,0.551,3
0.102,0.849,1
0.433,0.798,4
0.4,0.78,4
0.146,0.488,2
0.511,0.1,0
0.513,0.064,0
0.551,0.093,0
0.234,0.503,2
0.273,0.43,2
0.501,0.663,4
0.98,0.557,3
0.433,0.778,4
0.562,0.066,0
0.254,0.484,2
0.408,0.743,4
0.052,0.882,1
0.03,0.861,1
0.423,0.773,4
0.025,0.82,1
0.472,0.045,0
0.525,0.057,0
0.53,0.733,4
1.045,0.427,3
0.095,0.764,1
0.12,0.835,1
0.391,0.72,4
0.05,0.773,1
0.542,0.098,0
0.305,0.543,2
0.525,0.016,0
0.95,0.556,3
0.437,0.059,0
0.57,0.103,0
0.329,0.499,2
0.438,0.818,4
0.07,0.785,1
0.288,0.504,2
0.248,0.53,2
0.25,0.459,2
0.474,0.097,0
0.976,0.486,3
0.046,0.73,1
0.069,0.753,1
0.488,0.086,0
0.081,0.758,1
0.466,0.793,4
1.001,0.566,3
1.016,0.637,3
0.069,0.752,1
0.518,0.059,0
0.276,0.491,2
0.467,0.155,0
0.267,0.472,2
0.543,0.042,0
0.503,0.066,0
0.522,0.205,0
0.429,0.79,4
0.973,0.513,3
0.441,0.713,4
0.125,0.805,1
0.433,0.738,4
0.403,0.773,4
0.131,0.827,1
1.024,0.603,3
0.472,0.761,4
0.32,0.51,2
0.088,0.829,1
0.097,0.803,1
0.478,0.662,4
0.941,0.504,3
0.197,0.513,2
0.537,0.03,0
0.287,0.51,2
0.405,0.758,4
0.055,0.762,1
0.959,0.554,3
1.052,0.567,3
0.554,0.09,0
0.479,0.763,4
0.478,0.68,4
0.468,0.089,0
0.431,0.698,4
0.478,0.069,0
0.457,0.762,4
0.107,0.778,1
0.231,0.491,2
0.06,0.848,1
0.928,0.54,3
0.98,0.532,3
0.464,0.743,4
0.946,0.456,3
0.276,0.515,2
0.888,0.582,3
0.437,0.749,4
1.001,0.562,3
0.086,0.836,1
0.31,0.499,2
0.439,0.745,4
0.506,0.746,4
0.433,0.716,4
1.013,0.522,3
0.52,0.025,0
0.934,0.536,3
0.415,0.73,4
0.473,0.744,4
1,0.571,3
0.262,0.571,2
0.957,0.624,3
0.431,0.026,0
0.976,0.558,3
0.502,0.066,0
0.477,0.712,4
0.435,0.71,4
0.245,0.525,2
1.03,0.551,3
0.559,0.099,0
0.954,0.613,3
0.288,0.51,2
0.069,0.703,1
0.471,0.079,0
0.503,0.755,4
0.388,0.722,4
0.473,0.701,4
0.051,0.748,1
0.082,0.772,1
0.47,0.088,0
0.403,0.676,4
0.087,0.829,1
0.331,0.506,2
0.229,0.52,2
0.001,0.821,1
0.276,0.494,2
0.465,0.673,4
0.07,0.714,1
0.118,0.815,1
0.441,0.727,4
0.318,0.502,2
0.476,0.098,0
0.929,0.471,3
0.314,0.566,2
0.305,0.531,2
0.291,0.481,2
0.068,0.762,1
0.318,0.447,2
0.353,0.724,4
0.417,0.768,4
0.423,0.721,4
0.489,0.799,4
0.266,0.475,2
0.002,0.788,1
0.052,0.731,1
0.427,0.106,0
0.504,0.077,0
0.469,0.119,0
0.488,0.679,4
0.445,0.023,0
0.232,0.506,2
0.474,0.097,0
0.113,0.801,1
0.433,0.747,4
0.093,0.797,1
0.208,0.47,2
0.275,0.493,2
0.116,0.824,1
0.427,0.699,4
0.517,0.007,0
0.453,0.089,0
0.921,0.484,3
0.448,0.761,4
0.989,0.584,3
0.13,0.782,1
0.351,0.684,4
0.997,0.511,3
0.342,0.498,2
0.501,0.076,0
0.329,0.514,2
0.275,0.477,2
0.238,0.449,2
0.24,0.462,2
0.016,0.772,1
0.097,0.771,1
0.374,0.712,4
0.003,0.828,1
0.505,0.023,0
0.44,0.108,0
0.434,0.731,4
0.991,0.512,3
0.244,0.484,2
0.505,0.79,4
0.367,0.747,4
0.24,0.461,2
0.328,0.494,2
0.183,0.42,2
1.002,0.535,3
0.494,0.095,0
0.083,0.753,1
0.214,0.468,2
0.506,0.1,0
0.096,0.864,1
1.024,0.525,3
0.41,0.091,0
0.987,0.569,3
0.926,0.538,3
0.479,0.071,0
0.35,0.516,2
0.974,0.561,3
0.522,0.063,0
0.109,0.83,1
0.955,0.577,3
0.434,0.703,4
1.019,0.543,3
0.501,0.038,0
0.301,0.524,2
0.93,0.549,3
0.489,0.714,4
0.993,0.441,3
0.231,0.481,2
0.516,0.733,4
0.47,0.732,4
0.409,0.693,4
0.032,0.82,1
0.222,0.507,2
0.462,0.07,0
0.399,0.738,4
0.113,0.802,1
0.069,0.768,1
1.016,0.495,3
0.052,0.728,1
0.386,0.725,4
0.081,0.736,1
0.44,0.724,4
0.494,0.622,4
0.291,0.521,2
0.473,0.032,0
0.11,0.739,1
0.937,0.411,3
0.899,0.588,3
1.012,0.59,3
0.29,0.477,2
0.969,0.551,3
0.485,0.037,0
0.292,0.503,2
0.971,0.55,3
0.449,0.745,4
0.507,0.019,0
0.372,0.697,4
0.991,0.474,3
0.475,0.672,4
0.931,0.531,3
1.038,0.623,3
0.246,0.561,2
0.936,0.628,3
0.93,0.51,3
0.481,0.726,4
0.992,0.545,3
0.425,0.755,4
0.43,0.695,4
0.402,0.71,4
0.011,0.744,1
1.018,0.581,3
0.133,0.865,1
0.326,0.484,2
0.545,0.131,0
0.462,0.692,4
0.938,0.572,3
0.487,0.71,4
0.047,0.766,1
0.272,0.44,2
0.103,0.786,1
0.097,0.738,1
0.297,0.58,2
0.271,0.485,2
0.554,0.083,0
0.449,0.701,4
0.264,0.514,2
0.528,0.001,0
1.003,0.552,3
0.275,0.495,2
0.487,0.085,0
0.497,0.079,0
0.338,0.517,2
0.479,0.067,0
0.058,0.784,1
0.954,0.472,3
0.394,0.708,4
0.488,0.057,0
0.301,0.516,2
0.42,0.777,4
0.13,0.826,1
0.057,0.708,1
0.153,0.755,1
0.411,0.083,0
0.434,0.734,4
0.419,0.678,4
0.311,0.502,2
0.155,0.746,1
0.406,0.732,4
0.476,0.059,0
0.262,0.501,2
0.403,0.804,4
1,0.551,3
0.506,0.087,0
0.505,0.109,0
0.481,0.067,0
0.32,0.556,2
0.029,0.726,1
0.426,0.711,4
0.929,0.579,3
0.053,0.815,1
0.48,0.066,0
0.304,0.43,2
0.564,0.124,0
0.904,0.528,3
0.196,0.444,2
0.271,0.445,2
0.433,0.742,4
0.139,0.779,1
0.26,0.566,2
0.286,0.497,2
0.058,0.828,1
0.208,0.47,2
0.443,0.733,4
0.528,0.12,0
0.899,0.583,3
0.46,0.787,4
0.212,0.484,2
0.42,0.703,4
0.418,0.696,4
0.903,0.535,3
0.283,0.545,2
1.007,0.537,3
0.429,0.07,0
1.012,0.472,3
0.515,0.082,0
0.271,0.494,2
0.127,0.843,1
0.974,0.562,3
0.094,0.734,1
0.966,0.505,3
0.319,0.512,2
0.146,0.74,1
0.033,0.756,1
0.384,0.666,4
0.958,0.518,3
0.079,0.796,1
0.404,0.089,0
0.269,0.511,2
0.452,0.772,4
0.027,0.786,1
0.08,0.747,1
0.227,0.477,2
0.962,0.506,3
1.011,0.511,3
0.53,0.074,0
0.919,0.558,3
0.428,0.744,4
0.492,0.056,0
0.461,0.745,4
0.32,0.509,2
1.001,0.566,3
1.004,0.531,3
0.452,0.645,4
0.499,0.079,0
0.433,0.734,4
0.908,0.516,3
0.95,0.53,3
0.541,0.004,0
0.549,0.078,0
0.049,0.747,1
0.462,0.163,0
0.408,0.746,4
0.332,0.507,2
0.489,0.005,0
0.407,0.654,4
0.031,0.836,1
0.932,0.566,3
0.425,0.663,4
0.523,0.72,4
0.127,0.823,1
0.941,0.517,3
0.157,0.799,1
0.534,0.045,0
1.02,0.58,3
0.47,0.668,4
0.269,0.524,2
0.063,0.805,1
0.337,0.511,2
0.951,0.539,3
0.387,0.693,4
0.513,0.116,0
0.415,0.806,4
0.965,0.561,3
0.076,0.817,1
0.021,0.772,1
0.409,0.698,4
0.32,0.533,2
0.465,0.764,4
1.025,0.533,3
0.564,0.055,0
1.036,0.505,3
0.252,0.522,2
0.097,0.753,1
0.532,0.035,0
0.317,0.462,2
1.034,0.482,3
0.108,0.774,1
0.083,0.742,1
0.327,0.47,2
0.414,0.703,4
0.102,0.845,1
1.018,0.516,3
0.291,0.537,2
0.533,0.005,0
0.927,0.533,3
0.534,0.13,0
0.978,0.572,3
0.939,0.635,3
0.446,0.203,0
0.481,0.064,0
0.44,0.729,4
0.99,0.523,3
0.274,0.432,2
0.506,0.7,4
0.563,0.025,0
0.414,0.773,4
0.262,0.428,2
0.345,0.506,2
0.513,0.038,0
1.041,0.516,3
0.453,0.761,4
0.302,0.491,2
0.937,0.473,3
0.521,0.743,4
0.119,0.723,1
0.389,0.776,4
0.947,0.513,3
0.483,0.104,0
0.464,0.627,4
0.472,0.127,0
0.085,0.768,1
0.469,0.761,4
0.495,0.024,0
0.509,0.07,0
0.473,0.111,0
0.985,0.522,3
0.051,0.744,1
0.514,0.729,4
0.558,0.017,0
0.161,0.75,1
0.006,0.802,1
0.474,0.063,0
0.067,0.768,1
0.567,0.049,0
0.48,0.799,4
0.451,0.08,0
0.577,0.072,0
0.545,0.075,0
0.466,0.127,0
0.579,0.085,0
0.986,0.509,3
0.264,0.475,2
1.008,0.565,3
0.085,0.773,1
0.488,0.044,0
0.297,0.566,2
0.96,0.512,3
0.524,0.066,0
0.383,0.713,4
0.298,0.494,2
0.05,0.778,1
0.418,0.763,4
0.388,0.691,4
0.3,0.5,2
0.924,0.474,3
0.439,0.752,4
0.977,0.547,3
0.272,0.541,2
0.226,0.55,2
0.908,0.478,3
0.551,0.081,0
0.986,0.481,3
0.12,0.722,1
0.156,0.783,1
0.461,0.774,4
0.517,0.061,0
0.09,0.735,1
0.514,0.035,0
0.13,0.819,1
0.507,0.031,0
0.426,0.732,4
0.459,0.75,4
0.963,0.604,3
0.075,0.713,1
0.246,0.47,2
0.325,0.54,2
0.27,0.488,2
0.084,0.748,1
0.456,0.694,4
0.246,0.522,2
0.407,0.713,4
0.389,0.692,4
0.259,0.511,2
0.038,0.767,1
1.032,0.562,3
0.452,0.762,4
0.025,0.758,1
1.022,0.621,3
1.061,0.599,3
0.094,0.809,1
0.442,0.716,4
0.436,0.698,4
0.245,0.526,2
0.074,0.779,1
0.236,0.48,2
0.006,0.825,1
0.222,0.509,2
0.289,0.439,2
0.044,0.785,1
0.943,0.552,3
0.288,0.477,2
0.476,0.097,0
0.969,0.456,3
0.257,0.524,2
0.347,0.503,2
0.262,0.504,2
0.993,0.527,3
0.478,0.047,0
0.346,0.697,4
0.415,0.568,4
0.117,0.815,1
0.495,0.134,0
0.102,0.743,1
0.008,0.79,1
0.899,0.57,3
0.141,0.759,1
0.977,0.555,3
0.403,0.77,4
0.449,0.711,4
0.418,0.757,4
0.357,0.507,2
0.275,0.502,2
0.517,0.064,0
0.46,0.749,4
0.982,0.509,3
0.365,0.492,2
0.097,0.771,1
0.413,0.795,4
0.441,0.697,4
0.276,0.545,2
0.994,0.522,3
0.974,0.566,3
1.026,0.581,3
0.487,0.079,0
0.061,0.719,1
0.096,0.809,1
0.977,0.51,3
0.55,0.119,0
0.467,0.06,0
0.64,0.11,0
0.344,0.503,2
0.341,0.402,2
0.502,0.059,0
0.999,0.475,3
0.499,0.042,0
0.536,0.018,0
0.281,0.509,2
0.072,0.801,1
0.439,0.765,4
0.294,0.516,2
0.067,0.797,1
0.102,0.843,1
0.394,0.707,4
1.03,0.522,3
0.491,0.712,4
0.027,0.775,1
0.381,0.7,4
0.241,0.498,2
0.03,0.801,1
0.005,0.845,1
0.458,0.005,0
0.063,0.757,1
0.541,0.026,0
0.939,0.531,3
0.097,0.818,1
0.289,0.503,2
0.996,0.554,3
0.377,0.815,4
0.451,0.674,4
0.064,0.8,1
0.507,0.085,0
0.433,0.832,4
0.451,0.681,4
0.372,0.722,4
0.427,0.742,4
0.993,0.479,3
0.466,0.07,0
0.38,0.756,4
0.434,0.745,4
0.451,0.123,0
0.969,0.517,3
0.479,0.092,0
0.943,0.443,3
0.472,0.023,0
0.407,0.773,4
0.511,0.026,0
0.09,0.75,1
0.511,0.043,0
1.004,0.584,3
0.471,0.09,0
0.082,0.741,1
0.379,0.689,4
0.441,0.756,4
0.479,0.101,0
0.007,0.86,1
0.454,0.741,4
0.539,0.087,0
0.924,0.549,3
0.449,0.123,0
0.286,0.481,2
0.001,0.759,1
0.268,0.481,2
0.273,0.478,2
0.879,0.503,3
0.489,0.72,4
0.462,0.167,0
0.539,0.112,0
0.452,0.074,0
0.54,0.118,0
0.909,0.502,3
0.419,0.808,4
0.965,0.571,3
0.538,0.043,0
0.957,0.578,3
0.952,0.566,3
1.033,0.571,3
0.967,0.546,3
0.98,0.575,3
0.502,0.739,4
0.504,0.086,0
0.435,0.743,4
0.523,0.078,0
0.071,0.806,1
0.526,0.008,0
0.415,0.626,4
0.042,0.767,1
0.283,0.507,2
0.479,0.105,0
0.975,0.568,3
0.519,0.064,0
0.984,0.643,3
0.998,0.527,3
0.923,0.501,3
0.533,0.024,0
0.265,0.492,2
0.035,0.818,1
0.542,0.079,0
0.504,0.132,0
0.559,0.019,0
0.476,0.072,0
0.034,0.804,1
0.604,0.056,0
0.504,0.115,0
0.525,0.119,0
0.494,0.142,0
0.49,0.026,0
0.577,0.085,0
0.12,0.794,1
0.467,0.723,4
0.221,0.452,2
0.276,0.592,2
0.086,0.767,1
0.509,0.033,0
0.287,0.545,2
0.256,0.487,2
1.005,0.497,3
0.096,0.766,1
0.046,0.751,1
0.254,0.457,2
0.419,0.704,4
0.449,0.736,4
0.472,0.056,0
0.263,0.486,2
0.395,0.751,4
0.449,0.088,0
0.219,0.509,2
0.582,0.085,0
0.983,0.525,3
0.987,0.602,3
0.99,0.579,3
0.998,0.573,3
0.475,0.016,0
0.385,0.728,4
0.326,0.519,2
0.5,0.082,0
0.31,0.564,2
0.983,0.533,3
0.074,0.79,1
0.465,0.061,0
0.093,0.819,1
0.064,0.762,1
0.531,0.096,0
0.103,0.822,1
0.418,0.746,4
0.94,0.505,3
0.529,0.116,0
0.138,0.783,1
0.073,0.705,1
0.535,0.079,0
0.402,0.736,4
0.284,0.502,2
0.431,0.727,4
0.276,0.504,2
0.266,0.412,2
0.318,0.39,2
0.462,0.731,4
0.113,0.752,1
0.094,0.765,1
0.105,0.694,1
0.077,0.704,1
0.439,0.038,0
0.513,0.019,0
0.476,0.116,0
0.423,0.747,4
0.205,0.498,2
0.399,0.107,0
0.54,0.011,0
0.465,0.655,4
0.042,0.77,1
0.996,0.565,3
0.478,0.076,0
0.468,0.779,4
0.995,0.596,3
0.484,0.056,0
0.471,0.772,4
0.42,0.72,4
0.537,0.742,4
0.316,0.472,2
0.027,0.776,1
0.349,0.566,2
0.406,0.765,4
0.549,0.002,0
0.208,0.397,2
0.989,0.488,3
0.421,0.763,4
0.463,0.755,4
0.122,0.779,1
0.107,0.797,1
0.057,0.848,1
0.938,0.654,3
0.082,0.837,1
0.498,0.045,0
0.385,0.729,4
0.297,0.503,2
0.157,0.747,1
0.071,0.748,1
1.006,0.517,3
0.44,0.048,0
0.536,0.146,0
0.938,0.561,3
0.14,0.73,1
0.287,0.547,2
0.058,0.803,1
0.295,0.443,2
0.47,0.743,4
0.524,0,0
0.271,0.548,2
0.969,0.602,3
0.401,0.735,4
0.491,0.703,4
0.487,0.096,0
0.421,0.679,4
0.323,0.446,2
0.434,0.15,0
0.51,0.012,0
0.232,0.457,2
0.472,0.039,0
0.525,0.044,0
0.455,0.123,0
0.42,0.649,4
0.553,0.68,4
0.008,0.778,1
0.132,0.749,1
0.289,0.541,2
0.225,0.488,2
0.308,0.526,2
0.512,0.12,0
0.523,0.093,0
0.429,0.761,4
0.994,0.579,3
0.019,0.76,1
0.27,0.504,2
0.111,0.746,1
0.462,0.722,4
0.176,0.571,2
1.023,0.514,3
0.376,0.47,2
0.05,0.716,1
0.488,0.732,4
0.434,0.735,4
1.058,0.533,3
0.417,0.149,0
0.502,0.035,0
0.452,0.078,0
0.081,0.791,1
0.332,0.466,2
0.492,0.038,0
1.022,0.604,3
0.158,0.742,1
0.467,0.152,0
0.372,0.688,4
0.931,0.503,3
0.983,0.568,3
1.042,0.556,3
0.096,0.747,1
0.367,0.778,4
0.571,0.008,0
0.445,0.079,0
0.093,0.748,1
0.941,0.569,3
0.273,0.487,2
0.506,0.111,0
0.522,0.026,0
0.342,0.472,2
0.919,0.576,3
0.118,0.806,1
0.256,0.569,2
1.019,0.455,3
0.054,0.802,1
0.952,0.546,3
0.436,0.703,4
0.992,0.538,3
0.124,0.789,1
0.232,0.477,2
0.28,0.548,2
0.52,0.035,0
0.08,0.795,1
0.052,0.798,1
0.045,0.787,1
0.513,0.013,0
0.27,0.586,2
0.347,0.516,2
0.966,0.535,3
0.238,0.477,2
0.964,0.539,3
0.266,0.54,2
0.114,0.805,1
0.52,0.749,4
1.001,0.525,3
0.468,0.781,4
0.467,0.74,4
0.25,0.432,2
0.104,0.816,1
1.054,0.544,3
0.419,0.803,4
0.452,0.103,0
0.938,0.559,3
0.399,0.722,4
0.444,0.766,4
0.484,0.102,0
0.475,0.069,0
0.905,0.537,3
0.423,0.746,4
0.267,0.484,2
0.472,0.708,4
0.398,0.731,4
0.371,0.74,4
0.29,0.499,2
0.049,0.758,1
0.526,0.042,0
0.523,0.054,0
0.997,0.525,3
0.073,0.836,1
0.995,0.491,3
0.481,0.717,4
0.494,0.073,0
0.267,0.529,2
0.524,0.042,0
1.054,0.544,3
0.029,0.751,1
0.446,0.074,0
0.087,0.671,1
0.444,0.71,4
0.293,0.512,2
0.618,0.079,0
0.476,0.033,0
0.056,0.75,1
0.056,0.696,1
0.472,0.686,4
0.508,0.09,0
0.524,0.085,0
0.486,0.679,4
0.951,0.559,3
0.439,0.704,4
0.938,0.553,3
0.988,0.538,3
0.968,0.52,3
0.972,0.499,3
0.421,0.72,4
0.508,0.096,0
0.537,0.017,0
0.263,0.435,2
0.414,0.699,4
0.54,0.125,0
0.063,0.761,1
0.99,0.547,3
0.898,0.531,3
0.472,0.074,0
0.481,0.753,4
0.252,0.509,2
0.501,0.035,0
0.285,0.572,2
0.47,0.01,0
0.981,0.596,3
0.06,0.755,1
1.047,0.532,3
0.268,0.503,2
0.323,0.548,2
0.116,0.784,1
0.428,0.099,0
0.459,0.014,0
0.557,0.104,0
0.411,0.736,4
0.964,0.547,3
1.02,0.502,3
0.481,0.1,0
0.424,0.705,4
1.013,0.439,3
0.461,0.654,4
0.287,0.557,2
0.516,0.088,0
0.292,0.467,2
0.051,0.814,1
0.298,0.547,2
1.044,0.524,3
0.964,0.567,3
0.98,0.614,3
0.928,0.527,3
0.134,0.782,1
0.047,0.74,1
0.492,0.697,4
0.967,0.517,3
1.055,0.524,3
0.462,0.029,0
1.024,0.518,3
0.28,0.578,2
0.08,0.842,1
0.415,0.725,4
0.095,0.763,1
0.994,0.564,3
1.009,0.517,3
0.312,0.554,2
0.407,0.115,0
0.432,0.016,0
0.982,0.519,3
0.463,0.049,0
0.161,0.69,1
1.026,0.535,3
0.256,0.579,2
1.001,0.508,3
0.287,0.515,2
0.564,0.03,0
0.41,0.684,4
0.492,0.69,4
0.078,0.802,1
0.392,0.694,4
0.489,0.08,0
0.027,0.773,1
1.042,0.604,3
0.471,0.088,0
0.449,0.042,0
0.967,0.525,3
0.402,0.758,4
0.115,0.753,1
0.924,0.533,3
0.078,0.783,1
0.297,0.509,2
0.301,0.499,2
0.245,0.526,2
0.023,0.798,1
1.009,0.426,3
0.263,0.529,2
0.032,0.778,1
0.272,0.457,2
0.25,0.49,2
0.5,0.116,0
0.534,0.116,0
0.554,0.004,0
1.008,0.532,3
0.284,0.443,2
0.066,0.84,1
0.548,0.028,0
0.271,0.497,2
0.553,0.047,0
0.93,0.494,3
0.009,0.718,1
0.442,0.77,4
0.525,0.025,0
0.957,0.509,3
1.092,0.535,3
0.41,0.722,4
0.534,0.171,0
0.491,0.664,4
0.453,0.11,0
0.094,0.797,1
0.243,0.509,2
0.071,0.726,1
0.228,0.486,2
0.503,0.059,0
0.283,0.488,2
0.512,0.115,0
0.488,0.079,0
0.48,0.059,0
0.233,0.496,2
1.087,0.508,3
0.503,0.093,0
0.931,0.577,3
0.036,0.785,1
0.065,0.855,1
0.506,0.105,0
0.402,0.683,4
0.267,0.475,2
0.088,0.841,1
0.966,0.521,3
0.936,0.596,3
0.468,0.674,4
0.942,0.558,3
0.989,0.537,3
