x,y,z,cluster
0.09,0.708,0.557,1
0.502,0.68,0.843,3
0.408,0.6,0.855,3
0.335,0.123,0.336,2
0.761,0.944,0.539,4
0.652,1.042,0.525,4
0.593,0.62,0.788,3
0.5,0.057,0.251,0
0.591,0.614,0.898,3
0.718,1.003,0.5,4
0.313,0.023,0.333,2
0.43,0.049,0.256,2
0.053,0.736,0.315,1
0.394,0.038,0.237,2
0.465,0.677,0.786,3
0.749,0.924,0.527,4
0.744,1.027,0.502,4
0.108,0.744,0.468,1
0.099,0.869,0.422,1
0.058,0.761,0.475,1
0.771,0.953,0.506,4
0.081,0.694,0.485,1
0.516,0.649,0.786,3
0.478,0.02,0.347,0
0.058,0.78,0.454,1
0.526,0.037,0.305,0
0.513,0.654,0.773,3
0.383,0.018,0.286,2
0.504,0.721,0.748,3
0.529,0.076,0.248,0
0.375,0.093,0.219,2
0.489,0.048,0.251,0
0.507,0.694,0.774,3
0.565,0.103,0.19,0
0.713,1.011,0.522,4
0.569,0.094,0.314,0
0.435,0.028,0.316,2
0.522,0.679,0.818,3
0.032,0.846,0.426,1
0.373,0.656,0.863,3
0.071,0.83,0.46,1
0.503,0.684,0.793,3
0.143,0.805,0.445,1
0.481,0.641,0.826,3
0.352,0.097,0.292,2
0.112,0.755,0.419,1
0.525,0.662,0.826,3
0.522,0.708,0.82,3
0.533,0.674,0.868,3
0.542,0.716,0.847,3
0.505,0.073,0.314,0
0.425,0.025,0.358,2
0.544,0.073,0.332,0
0.695,0.984,0.546,4
0.775,1.024,0.605,4
0.539,0.01,0.265,0
0.782,0.937,0.536,4
0.499,0.13,0.261,0
0.781,0.975,0.486,4
0.728,0.973,0.58,4
0.712,1.058,0.575,4
0.085,0.755,0.478,1
0.51,0.672,0.854,3
0.538,0.751,0.83,3
0.086,0.905,0.403,1
0.052,0.774,0.401,1
0.481,0.821,0.782,3
0.328,0.087,0.33,2
0.549,0.14,0.298,0
0.487,0.653,0.765,3
0.504,0.639,0.83,3
0.569,0.141,0.315,0
0.493,0.65,0.827,3
0.493,0.088,0.219,0
0.402,0.04,0.341,2
0.549,0.655,0.833,3
0.525,0.579,0.75,3
0.358,0.027,0.342,2
0.091,0.76,0.476,1
0.084,0.83,0.373,1
0.525,0.691,0.834,3
0.541,0.07,0.216,0
0.489,0.047,0.245,0
0.505,0.644,0.798,3
0.49,0.07,0.23,0
0.512,0.706,0.8,3
0.515,0.698,0.807,3
0.012,0.786,0.445,1
0.392,0.109,0.262,2
0.495,0.679,0.796,3
0.429,0.05,0.274,2
0.393,0.121,0.308,2
0.43,0.015,0.267,2
0.072,0.764,0.408,1
0.025,0.76,0.439,1
0.741,1.018,0.494,4
0.532,0.083,0.259,0
0.47,0.714,0.761,3
0.506,0.117,0.23,0
0.554,0.149,0.326,0
0.722,1.037,0.489,4
0.508,0.115,0.294,0
0.086,0.693,0.468,1
0.423,0.059,0.261,2
0.715,1.079,0.525,4
0.523,0.719,0.731,3
0.509,0.714,0.849,3
0.068,0.868,0.351,1
0.514,0.068,0.28,0
0.083,0.814,0.377,1
0.078,0.734,0.417,1
0.456,0.084,0.211,0
0.542,0.095,0.258,0
0.03,0.818,0.41,1
0.347,0.089,0.383,2
0.714,0.925,0.561,4
0.709,0.918,0.531,4
0.384,0.095,0.256,2
0.55,0.019,0.258,0
0.534,0.107,0.257,0
0.114,0.75,0.47,1
0.503,0.109,0.31,0
0.034,0.684,0.432,1
0.036,0.807,0.481,1
0.563,0.11,0.208,0
0.491,0.118,0.322,0
0.493,0.129,0.232,0
0.348,0.074,0.4,2
0.317,0.038,0.349,2
0.315,0.05,0.371,2
0.501,0.054,0.269,0
0.747,0.991,0.578,4
0.276,0.098,0.298,2
0.541,0.672,0.852,3
0.373,0.122,0.276,2
0.418,0.662,0.843,3
0.414,0.127,0.242,2
0.389,0.036,0.256,2
0.399,0.108,0.229,2
0.462,0.688,0.787,3
0.125,0.835,0.429,1
0.536,0.634,0.823,3
0.587,0.726,0.776,3
0.374,0.022,0.272,2
0.076,0.813,0.46,1
0.139,0.775,0.515,1
0.454,0.097,0.23,0
0.514,0.632,0.836,3
0.337,0.019,0.369,2
0.537,0.646,0.833,3
0.402,0.031,0.288,2
0.067,0.815,0.405,1
0.476,0.062,0.367,0
0.774,1.015,0.583,4
0.782,0.933,0.481,4
0.14,0.832,0.473,1
0.124,0.788,0.454,1
0.751,0.963,0.544,4
0.094,0.818,0.448,1
0.534,0.649,0.756,3
0.464,0.061,0.337,0
0.561,0.724,0.802,3
0.126,0.754,0.459,1
0.508,0.135,0.312,0
0.47,0.021,0.304,0
0.777,0.95,0.572,4
0.723,0.967,0.574,4
0.78,0.904,0.497,4
0.539,0.052,0.329,0
0.382,0.047,0.25,2
0.699,0.907,0.531,4
0.06,0.768,0.419,1
0.063,0.732,0.44,1
0.12,0.846,0.474,1
0.364,0.068,0.262,2
0.549,0.08,0.319,0
0.488,0.59,0.712,3
0.065,0.777,0.456,1
0.398,0.026,0.318,2
0.738,1.039,0.522,4
0.453,0.721,0.832,3
0.443,0.115,0.297,0
0.733,1.077,0.526,4
0.718,0.944,0.528,4
0.534,0.587,0.823,3
0.469,0.065,0.312,0
0.41,0.076,0.269,2
0.749,0.92,0.56,4
0.478,0.703,0.854,3
0.431,0.075,0.229,2
0.571,0.04,0.234,0
0.422,0.171,0.231,2
0.563,0.054,0.236,0
0.516,0.059,0.25,0
0.13,0.841,0.394,1
0.333,0.013,0.287,2
0.661,0.973,0.565,4
0.797,0.992,0.56,4
0.771,1.03,0.557,4
0.013,0.794,0.411,1
0.74,1.029,0.522,4
0.123,0.754,0.454,1
0.473,0.676,0.77,3
0.765,0.942,0.456,4
0.714,0.96,0.548,4
0.822,0.996,0.545,4
0.404,0.076,0.253,2
0.062,0.745,0.439,1
0.466,0.64,0.848,3
0.087,0.819,0.412,1
0.745,0.976,0.514,4
0.745,1.003,0.506,4
0.376,0.105,0.275,2
0.049,0.762,0.401,1
0.022,0.743,0.456,1
0.042,0.796,0.411,1
0.142,0.77,0.377,1
0.365,0.018,0.296,2
0.06,0.852,0.37,1
0.104,0.789,0.455,1
0.706,0.979,0.533,4
0.4,0,0.261,2
0.015,0.786,0.496,1
0.523,0.688,0.808,3
0.529,0.701,0.736,3
0.466,0.127,0.29,0
0.418,0.119,0.286,2
0.539,0.073,0.216,0
0.749,0.945,0.515,4
0.706,0.911,0.552,4
0.383,0.09,0.329,2
0.469,0.109,0.311,0
0.712,0.891,0.489,4
0.518,0.117,0.297,0
0.494,0.087,0.279,0
0.488,0.713,0.826,3
0.448,0.114,0.255,0
0.082,0.818,0.483,1
0.78,1.01,0.605,4
0.054,0.796,0.48,1
0.539,0.09,0.283,0
0.508,0.687,0.846,3
0.408,0.053,0.361,2
0.338,0.036,0.319,2
0.79,1.047,0.475,4
0.398,0.005,0.274,2
0.529,0.06,0.267,0
0.398,0.067,0.321,2
0.509,0.068,0.313,0
0.533,0.115,0.335,0
0.488,0.117,0.285,0
0.042,0.787,0.443,1
0.055,0.823,0.448,1
0.477,0.051,0.288,0
0.111,0.765,0.424,1
0.8,0.947,0.557,4
0.034,0.784,0.489,1
0.484,0.646,0.82,3
0.707,1.022,0.523,4
0.491,0.15,0.265,0
0.702,1.061,0.557,4
0.31,0.059,0.356,2
0.645,0.654,0.834,3
0.145,0.756,0.399,1
0.107,0.767,0.417,1
0.421,0.687,0.833,3
0.452,0.017,0.259,0
0.515,0.688,0.815,3
0.358,0.06,0.29,2
0.481,0.037,0.272,0
0.468,0.755,0.781,3
0.352,0.108,0.223,2
0.501,0.024,0.324,0
0.473,0.127,0.22,0
0.517,0.09,0.291,0
0.43,0.643,0.798,3
0.791,0.98,0.553,4
0.791,1.024,0.565,4
0.751,0.974,0.444,4
0.477,0.668,0.79,3
0.481,0.647,0.818,3
0.352,0.044,0.325,2
0.423,0.05,0.277,2
0.034,0.83,0.389,1
0.517,0.694,0.848,3
0.754,0.994,0.572,4
0.077,0.749,0.458,1
0.445,0.022,0.302,2
0.347,0.133,0.278,2
0.477,0.673,0.774,3
0.35,0.048,0.351,2
0.687,0.973,0.593,4
0.068,0.773,0.413,1
0.365,0.224,0.338,2
0.687,0.96,0.511,4
0.493,0.11,0.285,0
0.008,0.81,0.48,1
0.757,0.976,0.53,4
0.688,0.946,0.454,4
0.644,0.967,0.478,4
0.084,0.709,0.406,1
0.445,0.088,0.311,2
0.735,0.963,0.531,4
0.491,0.093,0.254,0
0.46,0.033,0.307,0
0.526,0.067,0.266,0
0.447,0.085,0.261,0
0.497,0.106,0.24,0
0.507,0.036,0.239,0
0.508,0.593,0.87,3
0.456,0.655,0.83,3
0.399,0.07,0.304,2
0.594,0.665,0.868,3
0.49,0.737,0.806,3
0.489,0.736,0.88,3
0.697,0.94,0.545,4
0.775,0.997,0.526,4
0.362,0.084,0.334,2
0.331,0.058,0.259,2
0.79,0.931,0.505,4
0.501,0.67,0.873,3
0.082,0.758,0.459,1
0.69,1.03,0.467,4
0.488,0.711,0.831,3
0.087,0.735,0.465,1
0.347,0.108,0.328,2
0.512,0.031,0.291,0
0.742,1.027,0.535,4
0.366,0.056,0.27,2
0.002,0.767,0.352,1
0.511,0.054,0.25,0
0.022,0.738,0.423,1
0.494,0.702,0.797,3
0.688,0.927,0.539,4
0.13,0.823,0.428,1
0.45,0.12,0.205,0
0.665,0.982,0.542,4
0.033,0.749,0.452,1
0.132,0.767,0.45,1
0.47,0.052,0.239,0
0.13,0.84,0.49,1
0.517,0.09,0.283,0
0.092,0.826,0.488,1
0.712,1.032,0.545,4
0.436,0.04,0.295,2
0.526,0.723,0.76,3
0.453,0.754,0.71,3
0.392,0.025,0.309,2
0.379,0.068,0.302,2
0.493,0.018,0.265,0
0.383,0.019,0.27,2
0.747,0.973,0.548,4
0.469,0.062,0.265,0
0.674,1.044,0.464,4
0.497,0.076,0.292,0
0.514,0.039,0.23,0
0.374,0.086,0.308,2
0.382,0.114,0.308,2
0.088,0.738,0.411,1
0.741,0.984,0.528,4
0.787,1.043,0.521,4
0.411,0.092,0.284,2
0.368,0.065,0.262,2
0.463,0.811,0.812,3
0.423,0.713,0.803,3
0.774,0.924,0.507,4
0.499,0.033,0.348,0
0.144,0.768,0.427,1
0.56,0.647,0.778,3
0.738,0.971,0.495,4
0.517,0,0.267,0
0.132,0.799,0.421,1
0.124,0.83,0.526,1
0.062,0.761,0.414,1
0.424,0.024,0.271,2
0.431,0.059,0.283,2
0.354,0.051,0.335,2
0.684,0.969,0.523,4
0.472,0.054,0.259,0
0.447,0.108,0.247,0
0.517,0.685,0.82,3
0.711,0.947,0.539,4
0.443,0.05,0.302,2
0.784,0.94,0.54,4
0.019,0.768,0.448,1
0.539,0.691,0.838,3
0.39,0.079,0.236,2
0.494,0.042,0.233,0
0.122,0.797,0.402,1
0.684,0.901,0.547,4
0.103,0.702,0.44,1
0.327,0.019,0.269,2
0.518,0.063,0.243,0
0.57,0.682,0.836,3
0.134,0.893,0.485,1
0.546,0.713,0.873,3
0.595,0.608,0.787,3
0.359,0.087,0.281,2
0.426,0.105,0.286,2
0.754,1.02,0.475,4
0.506,0.656,0.809,3
0.408,0.061,0.316,2
0.708,0.969,0.583,4
0.722,0.905,0.522,4
0.497,0.738,0.83,3
0.466,0.016,0.311,0
0.329,0.022,0.283,2
0.135,0.796,0.405,1
0.396,0.062,0.247,2
0.476,0.08,0.265,0
0.339,0.082,0.232,2
0.715,0.987,0.503,4
0.446,0.048,0.287,0
0.444,0.067,0.218,0
0.268,0.047,0.294,2
0.06,0.766,0.42,1
0.061,0.742,0.437,1
0.06,0.742,0.436,1
0.46,0.002,0.306,0
0.695,0.952,0.597,4
0.474,0.055,0.267,0
0.792,1.029,0.507,4
0.419,0.699,0.797,3
0.68,0.95,0.559,4
0.048,0.777,0.472,1
0.353,0.106,0.324,2
0.492,0.068,0.291,0
0.729,1.126,0.521,4
0.743,0.933,0.514,4
0.706,1.037,0.522,4
0.06,0.816,0.491,1
0.003,0.807,0.453,1
0.574,0.076,0.372,0
0.713,1.007,0.564,4
0.457,0.039,0.316,0
0.066,0.787,0.4,1
0.511,0.168,0.234,0
0.761,0.952,0.54,4
0.501,0.696,0.872,3
0.449,0.082,0.321,0
0.088,0.817,0.383,1
0.515,0.735,0.83,3
0.406,0.013,0.279,2
0.49,0.716,0.848,3
0.114,0.798,0.481,1
0.477,0.692,0.793,3
0.518,0.01,0.322,0
0.147,0.759,0.478,1
0.751,0.99,0.566,4
0.498,0.689,0.781,3
0.082,0.713,0.478,1
0.578,0.653,0.754,3
0.711,0.954,0.542,4
0.076,0.815,0.444,1
0.092,0.724,0.513,1
0.514,0.033,0.248,0
0.776,1.044,0.53,4
0.511,0.105,0.248,0
0.107,0.77,0.406,1
0.505,0.638,0.842,3
0.524,0.664,0.79,3
0.483,0.166,0.276,0
0.723,0.986,0.53,4
0.373,0.089,0.25,2
0.033,0.825,0.487,1
0.448,0.708,0.796,3
0.106,0.828,0.464,1
0.507,0.64,0.788,3
0.723,0.969,0.532,4
0.725,1.023,0.553,4
0.51,0.059,0.332,0
0.706,0.964,0.501,4
0.496,0.091,0.296,0
0.427,0.043,0.304,2
0.738,0.94,0.528,4
0.19,0.801,0.479,1
0.422,0.044,0.248,2
0.419,0.722,0.791,3
0.039,0.818,0.494,1
0.454,0.099,0.239,0
0.063,0.739,0.444,1
0.487,0.648,0.852,3
0.385,0.057,0.319,2
0.088,0.801,0.443,1
0.477,0.725,0.834,3
0.493,0.003,0.226,0
0.52,0.715,0.789,3
0.075,0.84,0.438,1
0.513,0.128,0.293,0
0.476,0.637,0.726,3
0.081,0.822,0.476,1
0.096,0.806,0.363,1
0.5,0.105,0.346,0
0.077,0.767,0.417,1
0.483,0.075,0.33,0
0.376,0.082,0.249,2
0.696,0.986,0.541,4
0.332,0.124,0.276,2
0.785,0.943,0.573,4
0.521,0.105,0.237,0
0.484,0.68,0.809,3
0.484,0.073,0.27,0
0.387,0.045,0.233,2
0.136,0.718,0.419,1
0.764,1.028,0.532,4
0.064,0.831,0.41,1
0.031,0.839,0.429,1
0.091,0.688,0.422,1
0.681,0.964,0.576,4
0.486,0.683,0.845,3
0.012,0.784,0.484,1
0.412,0.053,0.316,2
0.743,0.988,0.511,4
0.133,0.77,0.432,1
0.032,0.82,0.491,1
0.501,0.076,0.226,0
0.113,0.74,0.435,1
0.744,0.959,0.593,4
0.379,0.049,0.268,2
0.445,0.598,0.924,3
0.659,0.983,0.507,4
0.71,1.009,0.588,4
0.427,0.079,0.221,2
0.358,0.005,0.317,2
0.03,0.826,0.421,1
0.063,0.723,0.435,1
0.525,0.695,0.803,3
0.355,0.073,0.34,2
0.524,0.648,0.904,3
0.52,0.698,0.774,3
0.029,0.766,0.42,1
0.665,0.999,0.628,4
0.088,0.745,0.384,1
0.013,0.721,0.462,1
0.496,0.654,0.707,3
0.546,0.718,0.814,3
0.384,0.066,0.337,2
0.485,0.069,0.263,0
0.167,0.807,0.472,1
0.011,0.74,0.487,1
0.735,1.017,0.528,4
0.502,0.703,0.798,3
0.553,0.627,0.78,3
0.678,0.969,0.559,4
0.599,0.665,0.747,3
0.436,0.104,0.173,0
0.508,0.048,0.306,0
0.462,0.644,0.841,3
0.06,0.834,0.428,1
0.74,0.989,0.476,4
0.456,0.656,0.834,3
0.521,0.68,0.757,3
0.054,0.816,0.464,1
0.515,0.129,0.259,0
0.507,0.696,0.856,3
0.485,0.027,0.263,0
0.115,0.724,0.474,1
0.718,0.942,0.505,4
0.499,0.076,0.266,0
0.073,0.801,0.346,1
0.74,0.956,0.55,4
0.529,0.114,0.275,0
0.706,1.005,0.507,4
0.767,0.959,0.511,4
0.436,0.749,0.786,3
0.367,0.001,0.319,2
0.468,0.579,0.815,3
0.55,0.644,0.751,3
0.682,0.908,0.542,4
0.478,0.691,0.754,3
0.471,0.12,0.244,0
0.399,0.1,0.252,2
0.764,1.033,0.527,4
0.514,0.664,0.814,3
0.342,0.036,0.329,2
0.757,1.026,0.527,4
0.533,0.166,0.302,0
0.537,0.603,0.851,3
0.54,0.069,0.233,0
0.058,0.747,0.474,1
0.356,0.091,0.236,2
0.728,0.956,0.535,4
0.116,0.829,0.396,1
0.405,0.097,0.32,2
0.506,0.693,0.81,3
0.749,0.983,0.457,4
0.517,0.095,0.275,0
0.376,0.102,0.26,2
0.083,0.777,0.424,1
0.444,0.684,0.791,3
0.557,0.089,0.313,0
0.359,0.11,0.224,2
0.557,0.08,0.326,0
0.724,1.023,0.504,4
0.742,1.039,0.559,4
0.665,0.968,0.594,4
0.452,0.115,0.28,0
0.092,0.862,0.375,1
0.525,0.059,0.292,0
0.744,0.936,0.525,4
0.679,0.956,0.566,4
0.48,0.089,0.325,0
0.784,0.975,0.558,4
0.522,0.144,0.211,0
0.583,0.076,0.262,0
0.453,0.118,0.192,0
0.495,0.759,0.832,3
0.086,0.826,0.48,1
0.419,0.652,0.799,3
0.507,0.66,0.815,3
0.726,0.982,0.503,4
0.54,0.7,0.79,3
0.507,0.623,0.732,3
0.701,1.01,0.58,4
0.111,0.82,0.523,1
0.133,0.739,0.429,1
0.407,0.045,0.275,2
0.704,1.006,0.539,4
0.69,0.952,0.5,4
0.282,0.063,0.307,2
0.704,0.917,0.524,4
0.494,0.015,0.31,0
0.719,0.987,0.538,4
0.656,0.929,0.485,4
0.102,0.772,0.409,1
0.403,0.075,0.326,2
0.361,0.008,0.308,2
0.729,0.958,0.539,4
0.778,1.001,0.651,4
0.074,0.753,0.388,1
0.773,0.979,0.539,4
0.516,0.762,0.806,3
0.429,0.087,0.305,2
0.445,0.676,0.79,3
0.465,0.079,0.263,0
0.668,0.967,0.557,4
0.123,0.842,0.495,1
0.513,0.719,0.804,3
0.321,0.049,0.364,2
0.489,0.637,0.77,3
0.754,0.98,0.572,4
0.085,0.748,0.474,1
0.121,0.778,0.423,1
0.395,0.036,0.322,2
0.07,0.795,0.456,1
0.502,0.095,0.244,0
0.704,0.993,0.476,4
0.458,0.092,0.291,0
0.14,0.748,0.452,1
0.499,0.042,0.293,0
0.507,0.668,0.829,3
0.517,0.686,0.79,3
0.081,0.77,0.491,1
0.379,0.064,0.296,2
0.048,0.829,0.494,1
0.477,0.168,0.21,0
0.1,0.735,0.374,1
0.066,0.833,0.492,1
0.777,0.966,0.564,4
0.547,0.097,0.28,0
0.064,0.791,0.446,1
0.522,0.773,0.759,3
0.707,0.95,0.552,4
0.388,0.092,0.35,2
0.139,0.793,0.42,1
0.072,0.803,0.412,1
0.31,0.006,0.339,2
0.31,0.01,0.32,2
0.54,0.079,0.322,0
0.03,0.76,0.465,1
0.726,0.982,0.54,4
0.752,1.063,0.557,4
0.781,0.935,0.568,4
0.126,0.731,0.494,1
0.052,0.736,0.527,1
0.459,0.706,0.732,3
0.569,0.06,0.238,0
0.021,0.84,0.458,1
0.534,0.068,0.36,0
0.525,0.121,0.23,0
0.077,0.823,0.396,1
0.53,0.665,0.821,3
0.717,0.937,0.552,4
0.524,0.64,0.797,3
0.472,0.061,0.219,0
0.41,0.052,0.324,2
0.589,0.005,0.339,0
0.505,0.686,0.816,3
0.037,0.782,0.459,1
0.473,0.106,0.3,0
0.531,0.044,0.351,0
0.769,1.046,0.529,4
0.376,0.089,0.349,2
0.523,0.768,0.808,3
0.459,0.696,0.837,3
0.509,0.68,0.751,3
0.463,0.654,0.775,3
0.429,0.641,0.823,3
0.469,0.119,0.31,0
0.43,0.729,0.787,3
0.432,0.046,0.285,2
0.541,0.068,0.32,0
0.071,0.765,0.42,1
0.375,0.027,0.29,2
0.39,0.12,0.291,2
0.576,0.094,0.333,0
0.559,0.046,0.327,0
0.499,0.021,0.243,0
0.068,0.796,0.47,1
0.444,0.046,0.225,0
0.543,0.679,0.777,3
0.433,0.655,0.737,3
0.541,0.682,0.838,3
0.717,0.932,0.49,4
0.456,0.643,0.769,3
0.48,0.67,0.852,3
0.401,0.038,0.273,2
0.53,0.688,0.813,3
0.429,0.021,0.32,2
0.363,0.091,0.273,2
0.398,0.135,0.376,2
0.285,0.111,0.331,2
0.443,0.07,0.268,0
0.05,0.853,0.415,1
0.478,0.694,0.766,3
0.424,0.109,0.332,2
0.486,0.66,0.851,3
0.343,0.169,0.313,2
0.771,0.954,0.597,4
0.441,0.7,0.792,3
0.47,0.106,0.277,0
0.734,0.97,0.613,4
0.357,0.092,0.381,2
0.549,0.703,0.8,3
0.5,0.695,0.814,3
0.003,0.797,0.388,1
0.624,1.018,0.503,4
0.572,0.629,0.843,3
0.468,0.726,0.77,3
0.521,0.017,0.401,0
0.468,0.066,0.255,0
0.389,0.029,0.329,2
0.437,0.016,0.213,0
0.32,0.055,0.242,2
0.709,0.979,0.465,4
0.54,0.63,0.784,3
0.529,0.592,0.77,3
0.714,0.98,0.499,4
0.113,0.778,0.447,1
0.705,0.995,0.542,4
0.687,1.005,0.578,4
0.352,0.024,0.328,2
0.578,0.689,0.826,3
0.062,0.813,0.442,1
0.061,0.777,0.41,1
0.757,0.987,0.559,4
0.519,0.088,0.296,0
0.755,1.011,0.615,4
0.733,1.043,0.61,4
0.864,1.023,0.522,4
0.032,0.785,0.42,1
0.505,0.675,0.778,3
0.37,0.015,0.26,2
0.459,0.66,0.8,3
0.363,0.006,0.308,2
0.513,0.657,0.813,3
0.396,0.064,0.351,2
0.578,0.693,0.849,3
0.071,0.768,0.379,1
0.486,0.087,0.303,0
0.488,0.124,0.273,0
0.377,0.057,0.264,2
0.723,1.067,0.499,4
0.412,0.067,0.282,2
0.129,0.77,0.417,1
0.422,0.076,0.215,2
0.353,0.054,0.302,2
0.408,0.147,0.301,2
0.672,1.052,0.499,4
0.448,0.71,0.835,3
0.402,0.091,0.361,2
0.38,0.068,0.297,2
0.687,1.007,0.533,4
0.085,0.756,0.483,1
0.469,0.674,0.787,3
0.539,0.006,0.283,0
0.681,0.905,0.513,4
0.479,0.076,0.241,0
0.36,0.142,0.272,2
0.52,0.066,0.291,0
0.502,0.046,0.252,0
0.107,0.761,0.406,1
0.466,0.708,0.747,3
0.385,0.109,0.253,2
0.066,0.738,0.483,1
0.371,0.022,0.241,2
0.743,1.046,0.552,4
0.362,0.059,0.304,2
0.093,0.797,0.493,1
0.513,0.65,0.863,3
0.001,0.722,0.448,1
0.43,0.145,0.398,2
0.466,0.708,0.761,3
0.458,0.043,0.302,0
0.704,1.001,0.538,4
0.344,0.06,0.302,2
0.458,0.027,0.303,0
0.524,0.113,0.258,0
0.501,0.064,0.335,0
0.498,0.068,0.322,0
0.382,0.046,0.255,2
0.62,1.039,0.564,4
0.164,0.837,0.473,1
0.765,0.966,0.483,4
0.49,0.106,0.303,0
0.725,1.042,0.57,4
0.761,0.981,0.543,4
0.775,1.006,0.512,4
0.48,0.021,0.293,0
0.522,0.053,0.31,0
0.122,0.793,0.403,1
0.115,0.78,0.379,1
0.486,0.668,0.741,3
0.072,0.827,0.471,1
0.739,0.966,0.568,4
0.344,0.053,0.279,2
0.675,1.044,0.527,4
0.511,0.701,0.823,3
0.58,0.681,0.799,3
0.382,0.095,0.245,2
0.452,0.695,0.811,3
0.403,0.045,0.255,2
0.481,0.062,0.32,0
0.449,0.059,0.264,0
0.511,0.745,0.89,3
0.727,0.955,0.493,4
0.54,0.066,0.265,0
0.481,0.646,0.728,3
0.76,0.953,0.571,4
0.763,0.979,0.55,4
0.338,0.007,0.272,2
0.476,0.673,0.814,3
0.492,0.042,0.2,0
0.45,0.715,0.77,3
0.466,0.708,0.825,3
0.073,0.729,0.387,1
0.478,0.088,0.192,0
0.772,0.968,0.565,4
0.43,0.007,0.231,2
0.488,0.039,0.189,0
0.559,0.039,0.271,0
0.503,0.069,0.204,0
0.517,0.002,0.205,0
0.469,0.67,0.831,3
0.507,0.616,0.793,3
0.106,0.79,0.466,1
0.382,0.035,0.211,2
0.435,0.063,0.249,2
0.703,0.977,0.541,4
0.353,0.11,0.307,2
0.133,0.752,0.476,1
0.354,0.092,0.285,2
0.353,0.054,0.3,2
0.124,0.866,0.401,1
0.047,0.725,0.443,1
0.083,0.772,0.465,1
0.333,0.102,0.302,2
0.442,0,0.306,2
0.31,0.079,0.298,2
0.333,0.08,0.211,2
0.04,0.769,0.429,1
0.423,0.119,0.268,2
0.424,0.016,0.362,2
0.482,0.71,0.87,3
0.067,0.732,0.386,1
0.538,0.704,0.83,3
0.531,0.094,0.18,0
0.595,0.06,0.239,0
0.448,0.011,0.274,0
0.741,0.996,0.471,4
0.06,0.837,0.453,1
0.42,0.064,0.354,2
0.518,0.651,0.756,3
0.402,0.034,0.304,2
0.73,1.031,0.603,4
0.373,0.115,0.242,2
0.383,0.061,0.268,2
0.779,0.9,0.494,4
0.546,0.073,0.281,0
0.696,0.961,0.563,4
0.018,0.75,0.406,1
0.063,0.787,0.443,1
0.381,0.093,0.257,2
0.152,0.806,0.401,1
0.401,0.045,0.354,2
0.494,0.68,0.875,3
0.379,0.091,0.283,2
0.726,1.021,0.451,4
0.397,0.079,0.293,2
0.026,0.786,0.435,1
0.092,0.846,0.441,1
0.556,0.099,0.274,0
0.069,0.833,0.367,1
0.459,0.671,0.848,3
0.554,0.637,0.848,3
0.069,0.707,0.387,1
0.513,0.624,0.805,3
0.477,0.658,0.824,3
0.503,0.679,0.813,3
0.484,0.613,0.798,3
0.028,0.767,0.437,1
0.361,0.045,0.266,2
0.725,0.971,0.558,4
0.738,0.959,0.55,4
0.513,0.68,0.773,3
0.564,0.725,0.776,3
0.462,0.071,0.231,0
0.722,0.907,0.491,4
0.713,1.007,0.523,4
0.546,0.135,0.261,0
0.486,0.019,0.258,0
0.493,0.065,0.221,0
0.713,0.936,0.577,4
0.459,0.699,0.801,3
0.396,0.073,0.235,2
0.771,1.082,0.595,4
0.523,0.68,0.775,3
0.514,0.064,0.22,0
0.792,1.053,0.523,4
0.696,0.958,0.532,4
0.368,0.085,0.272,2
0.424,0.069,0.359,2
0.526,0.066,0.252,0
0.72,0.94,0.523,4
0.49,0.647,0.749,3
0.487,0.101,0.318,0
0.482,0.671,0.756,3
0.001,0.766,0.434,1
0.502,0.009,0.316,0
0.79,1.063,0.551,4
0.322,0.053,0.307,2
0.051,0.804,0.492,1
0.721,1.014,0.564,4
0.725,1.004,0.486,4
0.424,0.7,0.843,3
0.331,0.073,0.258,2
0.603,0.095,0.267,0
0.722,0.977,0.532,4
0.765,0.938,0.512,4
0.459,0.007,0.32,0
0.355,0.008,0.329,2
0.368,0.056,0.239,2
0.474,0.626,0.824,3
0.444,0.043,0.307,2
0.667,0.908,0.529,4
0.471,0.74,0.764,3
0.06,0.788,0.488,1
0.73,1,0.547,4
0.679,0.976,0.579,4
0.356,0.134,0.367,2
0.473,0.089,0.236,0
0.392,0.006,0.222,2
0.039,0.755,0.425,1
0.522,0.059,0.284,0
0.013,0.767,0.394,1
0.695,1.017,0.623,4
0.125,0.829,0.531,1
0.062,0.782,0.437,1
0.524,0.074,0.302,0
0.489,0.766,0.738,3
0.389,0.059,0.361,2
0.465,0.079,0.274,0
0.125,0.808,0.409,1
0.553,0.054,0.236,0
0.426,0.012,0.329,2
0.509,0.077,0.252,0
0.061,0.721,0.357,1
0.525,0.099,0.256,0
0.004,0.735,0.475,1
0.06,0.787,0.429,1
0.839,0.964,0.571,4
0.391,0.082,0.283,2
0.43,0.623,0.819,3
0.098,0.82,0.422,1
0.516,0.686,0.836,3
0.134,0.807,0.504,1
0.002,0.851,0.398,1
0.541,0.639,0.869,3
0.493,0.037,0.304,0
0.522,0.062,0.221,0
0.383,0.071,0.267,2
0.01,0.795,0.458,1
0.71,1.044,0.613,4
0.44,0.087,0.261,0
0.607,0.09,0.336,0
0.39,0.058,0.245,2
0.715,1.037,0.565,4
0.456,0.678,0.852,3
0.37,0.084,0.337,2
